ssp,horizon,unit,name,delta
ssp585,2050,species,Numenius madagascariensis,3.76206421852112
ssp585,2050,species,Nycticorax nycticorax,2.89720726013184
ssp585,2050,species,Oenanthe deserti,3.4221396446228
ssp585,2050,species,Oenanthe oenanthe,3.5663378238678
ssp585,2050,species,Onychoprion anaethetus,2.18908405303955
ssp585,2050,species,Oriolus oriolus,3.73540782928467
ssp585,2050,species,Otus lettia,2.72200345993042
ssp585,2050,species,Otus semitorques,3.346186876297
ssp585,2050,species,Otus spilocephalus,2.59177708625793
ssp585,2050,species,Oxyura leucocephala,3.52925038337708
ssp585,2050,species,Panurus biarmicus,3.54775214195251
ssp585,2050,species,Paradoxornis guttaticollis,2.66467666625977
ssp585,2050,species,Paradoxornis heudei,3.10239052772522
ssp585,2050,species,Parayuhina diademata,2.71623468399048
ssp585,2050,species,Pardaliparus venustulus,2.95199084281921
ssp585,2050,species,Parus monticolus,2.81697630882263
ssp585,2050,species,Passer cinnamomeus,2.87606859207153
ssp585,2050,species,Passer domesticus,3.61051821708679
ssp585,2050,species,Passer hispaniolensis,3.70783829689026
ssp585,2050,species,Pelecanus crispus,3.46793937683105
ssp585,2050,species,Pellorneum tickelli,2.3740131855011
ssp585,2050,species,Perdix hodgsoniae,3.08873343467712
ssp585,2050,species,Pericrocotus cantonensis,2.82095146179199
ssp585,2050,species,Pericrocotus divaricatus,3.72081732749939
ssp585,2050,species,Pericrocotus ethologus,2.89328336715698
ssp585,2050,species,Pericrocotus solaris,2.59325504302979
ssp585,2050,species,Periparus rubidiventris,2.97713136672974
ssp585,2050,species,Pernis ptilorhynchus,3.45984268188477
ssp585,2050,species,Phasianus colchicus,3.22270774841309
ssp585,2050,species,Phoenicurus erythronotus,3.6123902797699
ssp585,2050,species,Phoenicurus frontalis,3.00940728187561
ssp585,2050,species,Phoenicurus leucocephalus,2.95888233184814
ssp585,2050,species,Phoenicurus ochruros,3.30771064758301
ssp585,2050,species,Phoenicurus schisticeps,2.9155592918396
ssp585,2050,species,Phylloscopus affinis,2.92462420463562
ssp585,2050,species,Phylloscopus burkii,2.60734391212463
ssp585,2050,species,Phylloscopus cantator,2.30585289001465
ssp585,2050,species,Phylloscopus castaniceps,2.7092432975769
ssp585,2050,species,Phylloscopus claudiae,3.06038331985474
ssp585,2050,species,Phylloscopus coronatus,3.41493988037109
ssp585,2050,species,Phylloscopus emeiensis,2.81259536743164
ssp585,2050,species,Phylloscopus intermedius,2.62496423721314
ssp585,2050,species,Phylloscopus magnirostris,2.73109316825867
ssp585,2050,species,Phylloscopus ogilviegranti,2.62105226516724
ssp585,2050,species,Phylloscopus omeiensis,2.86327934265137
ssp585,2050,species,Phylloscopus pulcher,2.70525455474854
ssp585,2050,species,Phylloscopus ricketti,2.85116863250732
ssp585,2050,species,Phylloscopus soror,2.94186854362488
ssp585,2050,species,Phylloscopus subaffinis,2.90834999084473
ssp585,2050,species,Phylloscopus tenellipes,3.64008116722107
ssp585,2050,species,Phylloscopus tephrocephalus,2.78901433944702
ssp585,2050,species,Phylloscopus yunnanensis,3.09626603126526
ssp585,2050,species,Picumnus innominatus,2.75922703742981
ssp585,2050,species,Picus chlorolophus,2.41989946365356
ssp585,2050,species,Pitta nympha,2.77347874641418
ssp585,2050,species,Platalea minor,3.24755764007568
ssp585,2050,species,Pnoepyga immaculata,2.57672762870789
ssp585,2050,species,Podiceps auritus,3.64571595191956
ssp585,2050,species,Podiceps grisegena,3.75683355331421
ssp585,2050,species,Podiceps nigricollis,3.64084219932556
ssp585,2050,species,Podoces biddulphi,3.54526901245117
ssp585,2050,species,Pomatorhinus schisticeps,2.20955276489258
ssp585,2050,species,Pomatorhinus superciliaris,2.29814648628235
ssp585,2050,species,Prinia atrogularis,2.30664324760437
ssp585,2050,species,Prinia flaviventris,2.29676413536072
ssp585,2050,species,Prinia inornata,2.75365400314331
ssp585,2050,species,Prunella collaris,3.3143515586853
ssp585,2050,species,Prunella himalayana,3.52861189842224
ssp585,2050,species,Prunella immaculata,2.94306182861328
ssp585,2050,species,Prunella montanella,3.82697176933289
ssp585,2050,species,Prunella strophiata,2.90860724449158
ssp585,2050,species,Psarisomus dalhousiae,2.30855083465576
ssp585,2050,species,Pseudopodoces humilis,3.13134837150574
ssp585,2050,species,Psilopogon faber,2.63117933273315
ssp585,2050,species,Psilopogon virens,2.63870763778687
ssp585,2050,species,Pterorhinus berthemyi,2.85674858093262
ssp585,2050,species,Pterorhinus lanceolatus,2.75789570808411
ssp585,2050,species,Pterorhinus pectoralis,2.8489203453064
ssp585,2050,species,Pterorhinus sannio,2.73216772079468
ssp585,2050,species,Pteruthius rufiventer,2.33540916442871
ssp585,2050,species,Pteruthius xanthochlorus,2.66721200942993
ssp585,2050,species,Ptyonoprogne rupestris,3.2431697845459
ssp585,2050,species,Pycnonotus aurigaster,2.63074421882629
ssp585,2050,species,Pycnonotus jocosus,2.50350570678711
ssp585,2050,species,Pycnonotus sinensis,2.88672876358032
ssp585,2050,species,Pycnonotus xanthorrhous,2.71398091316223
ssp585,2050,species,Pyrrhula erythaca,2.8626823425293
ssp585,2050,species,Pyrrhula nipalensis,2.63841032981873
ssp585,2050,species,Rallina eurizonoides,2.31318473815918
ssp585,2050,species,Rallus aquaticus,3.30028581619263
ssp585,2050,species,Recurvirostra avosetta,3.73671436309814
ssp585,2050,species,Regulus regulus,3.07132363319397
ssp585,2050,species,Remiz consobrinus,3.64070010185242
ssp585,2050,species,Remiz coronatus,3.65964651107788
ssp585,2050,species,Rhodospiza obsoleta,3.51862645149231
ssp585,2050,species,Riparia riparia,3.65947914123535
ssp585,2050,species,Rubigula flaviventris,2.43541860580444
ssp585,2050,species,Sasia ochracea,2.41266965866089
ssp585,2050,species,Saxicola ferreus,2.77499628067017
ssp585,2050,species,Sitta cinnamoventris,2.33923768997192
ssp585,2050,species,Sitta formosa,2.32267761230469
ssp585,2050,species,Sitta villosa,3.27217173576355
ssp585,2050,species,Sittiparus varius,3.50240969657898
ssp585,2050,species,Spilopelia chinensis,2.81137251853943
ssp585,2050,species,Spilopelia senegalensis,3.48418760299683
ssp585,2050,species,Spilornis cheela,2.58780384063721
ssp585,2050,species,Spinus spinus,3.77514362335205
ssp585,2050,species,Spizixos semitorques,2.83459424972534
ssp585,2050,species,Spodiopsar cineraceus,3.46846532821655
ssp585,2050,species,Spodiopsar sericeus,2.79935932159424
ssp585,2050,species,Stachyris humei,2.30241417884827
ssp585,2050,species,Staphida torqueola,2.75499296188355
ssp585,2050,species,Streptopelia decaocto,3.33655142784119
ssp585,2050,species,Sturnia sinensis,2.70369029045105
ssp585,2050,species,Sturnus vulgaris,3.63595724105835
ssp585,2050,species,Suthora fulvifrons,2.64778470993042
ssp585,2050,species,Syrmaticus humiae,2.36349201202393
ssp585,2050,species,Syrmaticus reevesii,2.9437735080719
ssp585,2050,species,Syrrhaptes paradoxus,3.67541909217834
ssp585,2050,species,Tarsiger chrysaeus,2.61636185646057
ssp585,2050,species,Tarsiger indicus,2.57793116569519
ssp585,2050,species,Temnurus temnurus,2.37503480911255
ssp585,2050,species,Tephrodornis virgatus,2.62546062469482
ssp585,2050,species,Thalasseus bergii,2.46198296546936
ssp585,2050,species,Timalia pileata,2.53494715690613
ssp585,2050,species,Tragopan caboti,2.70103716850281
ssp585,2050,species,Tragopan temminckii,2.77776885032654
ssp585,2050,species,Treron curvirostra,2.33786535263062
ssp585,2050,species,Treron sieboldii,2.77437829971314
ssp585,2050,species,Treron sphenurus,2.47053050994873
ssp585,2050,species,Turdus boulboul,2.42907476425171
ssp585,2050,species,Turdus cardis,2.91378092765808
ssp585,2050,species,Turdus feae,3.11915254592896
ssp585,2050,species,Turdus mandarinus,2.83716416358948
ssp585,2050,species,Turdus pilaris,3.80572819709778
ssp585,2050,species,Turdus rubrocanus,3.00140762329102
ssp585,2050,species,Turdus ruficollis,3.61712002754211
ssp585,2050,species,Turdus viscivorus,3.67714715003967
ssp585,2050,species,Turnix suscitator,2.52007460594177
ssp585,2050,species,Tyto longimembris,2.7135066986084
ssp585,2050,species,Urile pelagicus,3.15047645568848
ssp585,2050,species,Urosphena squameiceps,3.63247609138489
ssp585,2050,species,Vanellus cinereus,3.66922307014465
ssp585,2050,species,Vanellus indicus,2.29316735267639
ssp585,2050,species,Vanellus vanellus,3.64773893356323
ssp585,2050,species,Yuhina nigrimenta,2.7054979801178
ssp585,2050,species,Zoothera dixoni,2.56427836418152
ssp585,2050,species,Zoothera mollissima,2.84931254386902
ssp585,2050,species,Zoothera monticola,2.2493691444397
ssp585,2050,species,Zosterops erythropleurus,3.63345265388489
ssp585,2080,province,Beijing,4.68045282363892
ssp585,2080,province,Tianjin,4.59671497344971
ssp585,2080,province,Hebei,4.60491514205933
ssp585,2080,province,Shanxi,4.46642065048218
ssp585,2080,province,Inner Mongolia,5.26786422729492
ssp585,2080,province,Liaoning,4.97138404846191
ssp585,2080,province,Jilin,5.32011890411377
ssp585,2080,province,Heilongjiang,5.46630239486694
ssp585,2080,province,Shanghai,3.98393297195435
ssp585,2080,province,Jiangsu,4.13265037536621
ssp585,2080,province,Zhejiang,4.12578725814819
ssp585,2080,province,Anhui,4.24747323989868
ssp585,2080,province,Fujian,3.90692210197449
ssp585,2080,province,Jiangxi,4.17014741897583
ssp585,2080,province,Shandong,4.30415630340576
ssp585,2080,province,Henan,4.26555442810059
ssp585,2080,province,Hubei,4.31749296188355
ssp585,2080,province,Hunan,4.2410364151001
ssp585,2080,province,Guangdong,3.7368495464325
ssp585,2080,province,Guangxi,4.01486349105835
ssp585,2080,province,Hainan,3.4356153011322
ssp585,2080,province,Chongqing,4.46909999847412
ssp585,2080,province,Sichuan,4.32755899429321
ssp585,2080,province,Guizhou,4.18088245391846
ssp585,2080,province,Yunnan,3.78313565254211
ssp585,2080,province,Tibet,4.61620712280273
ssp585,2080,province,Shaanxi,4.53249216079712
ssp585,2080,province,Gansu,4.89514780044556
ssp585,2080,province,Qinghai,4.57026481628418
ssp585,2080,province,Ningxia,4.83869552612305
ssp585,2080,province,Xinjiang,5.24737501144409
ssp585,2080,province,Taiwan,3.21069240570068
ssp585,2080,province,Hong Kong,3.4577796459198
ssp585,2080,province,Macau,
ssp585,2080,species,Abroscopus albogularis,4.07154703140259
ssp585,2080,species,Accipiter gularis,5.308424949646
ssp585,2080,species,Accipiter soloensis,4.37875175476074
ssp585,2080,species,Accipiter trivirgatus,3.60586023330689
ssp585,2080,species,Accipiter virgatus,4.01681709289551
ssp585,2080,species,Acridotheres cristatellus,4.10757255554199
ssp585,2080,species,Acridotheres tristis,4.02892017364502
ssp585,2080,species,Acrocephalus agricola,5.32175064086914
ssp585,2080,species,Acrocephalus bistrigiceps,4.92598915100098
ssp585,2080,species,Acrocephalus concinens,4.34704542160034
ssp585,2080,species,Acrocephalus orientalis,4.90892267227173
ssp585,2080,species,Acrocephalus tangorum,5.39506340026856
ssp585,2080,species,Aegithalos bonvaloti,3.90973424911499
ssp585,2080,species,Aegithalos caudatus,5.38608121871948
ssp585,2080,species,Aegithalos concinnus,4.12869024276733
ssp585,2080,species,Aegithalos fuliginosus,4.29279947280884
ssp585,2080,species,Aerodramus brevirostris,4.08252000808716
ssp585,2080,species,Aethopyga christinae,3.43555665016174
ssp585,2080,species,Aethopyga gouldiae,4.2229061126709
ssp585,2080,species,Agropsar sturninus,5.06917476654053
ssp585,2080,species,Aix galericulata,5.31972455978394
ssp585,2080,species,Alauda gulgula,4.33306217193604
ssp585,2080,species,Alaudala cheleensis,5.00518798828125
ssp585,2080,species,Alcedo hercules,3.68322587013245
ssp585,2080,species,Alcippe morrisonia,4.09340238571167
ssp585,2080,species,Amaurornis phoenicurus,4.10447025299072
ssp585,2080,species,Anastomus oscitans,3.91778087615967
ssp585,2080,species,Anser anser,5.44618988037109
ssp585,2080,species,Anser fabalis,5.47047567367554
ssp585,2080,species,Anser indicus,4.87847900390625
ssp585,2080,species,Anthus godlewskii,5.40938091278076
ssp585,2080,species,Anthus gustavi,5.45790672302246
ssp585,2080,species,Anthus richardi,4.84020757675171
ssp585,2080,species,Anthus roseatus,4.57042503356934
ssp585,2080,species,Anthus trivialis,5.33686256408691
ssp585,2080,species,Aquila fasciata,3.95218682289124
ssp585,2080,species,Aquila heliaca,5.4683575630188
ssp585,2080,species,Ardea intermedia,4.10294437408447
ssp585,2080,species,Ardea purpurea,4.41891431808472
ssp585,2080,species,Ardenna pacifica,3.62002658843994
ssp585,2080,species,Artamus fuscus,3.77724075317383
ssp585,2080,species,Asio flammeus,5.44093894958496
ssp585,2080,species,Athene noctua,4.93577337265015
ssp585,2080,species,Aviceda jerdoni,3.50836420059204
ssp585,2080,species,Aviceda leuphotes,4.05068731307983
ssp585,2080,species,Aythya fuligula,5.46568584442139
ssp585,2080,species,Aythya nyroca,5.39896154403687
ssp585,2080,species,Bombycilla japonica,5.53113126754761
ssp585,2080,species,Branta canadensis,4.78696489334106
ssp585,2080,species,Bubo nipalensis,3.91881537437439
ssp585,2080,species,Bucanetes mongolicus,5.32324171066284
ssp585,2080,species,Butastur indicus,5.2975959777832
ssp585,2080,species,Cacomantis merulinus,3.78676557540894
ssp585,2080,species,Calandrella brachydactyla,5.52090120315552
ssp585,2080,species,Calliope obscura,4.41265678405762
ssp585,2080,species,Caprimulgus macrurus,3.5176272392273
ssp585,2080,species,Carpodacus roborowskii,4.45531415939331
ssp585,2080,species,Carpodacus vinaceus,4.22529029846191
ssp585,2080,species,Cecropis daurica,4.57512474060059
ssp585,2080,species,Centropus bengalensis,3.94473385810852
ssp585,2080,species,Cephalopyrus flammiceps,3.93587017059326
ssp585,2080,species,Certhia familiaris,5.20173311233521
ssp585,2080,species,Certhia himalayana,4.05257654190064
ssp585,2080,species,Certhia tianquanensis,4.1739993095398
ssp585,2080,species,Ceryle rudis,3.97933530807495
ssp585,2080,species,Cettia brunnifrons,4.16397047042847
ssp585,2080,species,Cettia castaneocoronata,4.02487659454346
ssp585,2080,species,Chalcophaps indica,3.70193982124329
ssp585,2080,species,Charadrius atrifrons,4.75489330291748
ssp585,2080,species,Charadrius dealbatus,3.58110189437866
ssp585,2080,species,Charadrius placidus,4.96258163452148
ssp585,2080,species,Charadrius veredus,5.37362432479858
ssp585,2080,species,Chlidonias leucopterus,5.26919364929199
ssp585,2080,species,Chlidonias niger,5.52898931503296
ssp585,2080,species,Chloris ambigua,3.86737585067749
ssp585,2080,species,Chloris sinica,4.58934783935547
ssp585,2080,species,Chrysolophus pictus,4.29134893417358
ssp585,2080,species,Ciconia boyciana,5.4030556678772
ssp585,2080,species,Ciconia nigra,5.12767648696899
ssp585,2080,species,Circaetus gallicus,5.44321298599243
ssp585,2080,species,Circus macrourus,5.43553638458252
ssp585,2080,species,Circus spilonotus,5.40421342849731
ssp585,2080,species,Cisticola exilis,3.86851048469543
ssp585,2080,species,Cisticola juncidis,4.1811957359314
ssp585,2080,species,Clamator coromandus,4.13548040390015
ssp585,2080,species,Clanga clanga,5.37161922454834
ssp585,2080,species,Columba oenas,5.07929658889771
ssp585,2080,species,Copsychus saularis,4.09018802642822
ssp585,2080,species,Coracias garrulus,5.24361944198608
ssp585,2080,species,Coturnicops exquisitus,5.45738506317139
ssp585,2080,species,Crex crex,5.22901058197022
ssp585,2080,species,Crossoptilon mantchuricum,4.46400499343872
ssp585,2080,species,Curruca curruca,5.18099451065064
ssp585,2080,species,Cyanistes cyanus,5.34363031387329
ssp585,2080,species,Cyanoderma pyrrhops,3.68567633628845
ssp585,2080,species,Cygnus cygnus,5.34268474578857
ssp585,2080,species,Cygnus olor,4.93255615234375
ssp585,2080,species,Cyornis glaucicomans,4.26791572570801
ssp585,2080,species,Cyornis hainanus,3.80750823020935
ssp585,2080,species,Cyornis rubeculoides,3.46981143951416
ssp585,2080,species,Delichon dasypus,4.38653755187988
ssp585,2080,species,Dendrocitta formosae,4.04370498657227
ssp585,2080,species,Dendrocopos hyperythrus,4.21807384490967
ssp585,2080,species,Dendrocygna javanica,3.98443388938904
ssp585,2080,species,Dicaeum cruentatum,3.8954164981842
ssp585,2080,species,Dicaeum ignipectus,4.06088256835938
ssp585,2080,species,Dicaeum minullum,4.03499794006348
ssp585,2080,species,Dicrurus annectens,3.70171093940735
ssp585,2080,species,Dicrurus hottentottus,4.15065145492554
ssp585,2080,species,Dicrurus remifer,3.74433183670044
ssp585,2080,species,Egretta eulophotes,4.6359281539917
ssp585,2080,species,Egretta garzetta,4.20443391799927
ssp585,2080,species,Elachura formosa,3.82048678398132
ssp585,2080,species,Elanus caeruleus,3.97061514854431
ssp585,2080,species,Emberiza buchanani,5.3381233215332
ssp585,2080,species,Emberiza citrinella,5.52784585952759
ssp585,2080,species,Emberiza elegans,4.74356317520142
ssp585,2080,species,Emberiza godlewskii,4.77954244613648
ssp585,2080,species,Emberiza hortulana,5.65446186065674
ssp585,2080,species,Emberiza leucocephalos,5.18395185470581
ssp585,2080,species,Emberiza pallasi,5.49184703826904
ssp585,2080,species,Emberiza pusilla,5.4329137802124
ssp585,2080,species,Emberiza rustica,5.27505302429199
ssp585,2080,species,Emberiza siemsseni,4.32588958740234
ssp585,2080,species,Emberiza yessoensis,5.43669271469116
ssp585,2080,species,Enicurus leschenaulti,4.11679601669312
ssp585,2080,species,Enicurus maculatus,3.86929273605347
ssp585,2080,species,Enicurus schistaceus,3.97853970527649
ssp585,2080,species,Erpornis zantholeuca,3.86948084831238
ssp585,2080,species,Erythrogenys hypoleucos,3.85351753234863
ssp585,2080,species,Eudynamys scolopaceus,4.11096143722534
ssp585,2080,species,Eumyias thalassinus,4.10996580123901
ssp585,2080,species,Falco cherrug,5.01735734939575
ssp585,2080,species,Falco severus,3.7997317314148
ssp585,2080,species,Ficedula albicilla,5.56769609451294
ssp585,2080,species,Ficedula elisae,4.61924743652344
ssp585,2080,species,Ficedula erithacus,4.20265340805054
ssp585,2080,species,Ficedula hyperythra,3.93479061126709
ssp585,2080,species,Ficedula mugimaki,5.34547853469849
ssp585,2080,species,Ficedula strophiata,4.15036678314209
ssp585,2080,species,Ficedula superciliaris,4.18260097503662
ssp585,2080,species,Ficedula tricolor,4.14740037918091
ssp585,2080,species,Fringilla coelebs,5.29906129837036
ssp585,2080,species,Fringilla montifringilla,5.42124366760254
ssp585,2080,species,Galerida cristata,4.94973421096802
ssp585,2080,species,Gallicrex cinerea,4.30014276504517
ssp585,2080,species,Garrulax canorus,4.16406393051147
ssp585,2080,species,Garrulax maesi,4.13773250579834
ssp585,2080,species,Garrulax monileger,3.88344383239746
ssp585,2080,species,Gavia arctica,5.48686218261719
ssp585,2080,species,Gelochelidon nilotica,4.82086515426636
ssp585,2080,species,Geokichla citrina,3.95753169059753
ssp585,2080,species,Glaucidium cuculoides,4.09462547302246
ssp585,2080,species,Gorsachius melanolophus,3.64450931549072
ssp585,2080,species,Gracupica nigricollis,3.89478731155396
ssp585,2080,species,Grandala coelicolor,4.49184656143189
ssp585,2080,species,Grus japonensis,5.45164299011231
ssp585,2080,species,Grus monacha,5.52087163925171
ssp585,2080,species,Grus nigricollis,4.69177770614624
ssp585,2080,species,Gypaetus barbatus,4.78060150146484
ssp585,2080,species,Gyps himalayensis,4.66982412338257
ssp585,2080,species,Halcyon coromanda,4.63456773757935
ssp585,2080,species,Halcyon pileata,4.21681070327759
ssp585,2080,species,Halcyon smyrnensis,3.7854688167572
ssp585,2080,species,Haliaeetus leucoryphus,3.41620135307312
ssp585,2080,species,Harpactes wardi,3.71867156028748
ssp585,2080,species,Helopsaltes certhiola,5.29573726654053
ssp585,2080,species,Helopsaltes pryeri,5.06761503219605
ssp585,2080,species,Hemiprocne coronata,3.58459734916687
ssp585,2080,species,Hemitesia pallidipes,3.67321968078613
ssp585,2080,species,Hemixos castanonotus,3.93115043640137
ssp585,2080,species,Heterophasia desgodinsi,3.98368453979492
ssp585,2080,species,Heteroxenicus stellatus,3.80715942382813
ssp585,2080,species,Hieraaetus pennatus,5.36435842514038
ssp585,2080,species,Hierococcyx nisicolor,3.90235424041748
ssp585,2080,species,Hirundapus caudacutus,4.91731023788452
ssp585,2080,species,Hirundo rustica,4.76828145980835
ssp585,2080,species,Histrionicus histrionicus,5.48001861572266
ssp585,2080,species,Hydrocoloeus minutus,5.59836483001709
ssp585,2080,species,Hydrophasianus chirurgus,4.02479648590088
ssp585,2080,species,Hydroprogne caspia,4.46189165115356
ssp585,2080,species,Hypothymis azurea,3.85288596153259
ssp585,2080,species,Hypsipetes leucocephalus,4.08143615722656
ssp585,2080,species,Ianthocincla lunulata,4.2580189704895
ssp585,2080,species,Ibidorhyncha struthersii,4.63954639434815
ssp585,2080,species,Ictinaetus malaiensis,3.73861932754517
ssp585,2080,species,Iduna caligata,5.60947608947754
ssp585,2080,species,Indicator xanthonotus,3.65177273750305
ssp585,2080,species,Ixobrychus cinnamomeus,4.18892002105713
ssp585,2080,species,Ixobrychus eurhythmus,4.71611785888672
ssp585,2080,species,Ixobrychus minutus,5.33448696136475
ssp585,2080,species,Ixos mcclellandii,3.98425149917603
ssp585,2080,species,Ketupa flavipes,4.14909410476685
ssp585,2080,species,Lalage melaschistos,4.16315507888794
ssp585,2080,species,Lanius borealis,5.50991630554199
ssp585,2080,species,Lanius collurioides,3.85877585411072
ssp585,2080,species,Lanius isabellinus,5.1252965927124
ssp585,2080,species,Lanius schach,4.14131212234497
ssp585,2080,species,Lanius sphenocercus,5.18207263946533
ssp585,2080,species,Lanius tephronotus,4.32095003128052
ssp585,2080,species,Larus crassirostris,4.05165195465088
ssp585,2080,species,Larvivora brunnea,4.15406084060669
ssp585,2080,species,Larvivora cyane,5.3783278465271
ssp585,2080,species,Leptopoecile elegans,4.55185508728027
ssp585,2080,species,Leptoptilos javanicus,3.78535556793213
ssp585,2080,species,Limnodromus semipalmatus,5.42339038848877
ssp585,2080,species,Limosa limosa,5.46246433258057
ssp585,2080,species,Linaria cannabina,5.50316572189331
ssp585,2080,species,Locustella davidi,5.41828632354736
ssp585,2080,species,Locustella mandelli,3.98030495643616
ssp585,2080,species,Lonchura striata,4.04561471939087
ssp585,2080,species,Lophotriorchis kienerii,3.4221818447113
ssp585,2080,species,Lophura leucomelanos,3.76302766799927
ssp585,2080,species,Lophura nycthemera,3.8195972442627
ssp585,2080,species,Loxia curvirostra,4.97920417785645
ssp585,2080,species,Macropygia unchall,3.94879508018494
ssp585,2080,species,Mareca falcata,5.46923351287842
ssp585,2080,species,Megaceryle lugubris,4.17905187606812
ssp585,2080,species,Melanitta fusca,5.47075891494751
ssp585,2080,species,Melanitta stejnegeri,5.60491991043091
ssp585,2080,species,Melanochlora sultanea,3.69683480262756
ssp585,2080,species,Mergus serrator,5.44785165786743
ssp585,2080,species,Merops philippinus,3.75490188598633
ssp585,2080,species,Mixornis gularis,3.69173145294189
ssp585,2080,species,Monticola gularis,5.33091115951538
ssp585,2080,species,Monticola rufiventris,4.08996725082397
ssp585,2080,species,Monticola solitarius,4.44020128250122
ssp585,2080,species,Motacilla citreola,4.90637922286987
ssp585,2080,species,Moupinia poecilotis,4.17347383499146
ssp585,2080,species,Muscicapa dauurica,5.38888788223267
ssp585,2080,species,Muscicapa ferruginea,4.13023328781128
ssp585,2080,species,Muscicapa muttui,4.09294700622559
ssp585,2080,species,Mycerobas affinis,4.20479440689087
ssp585,2080,species,Mycerobas carnipes,4.57508277893066
ssp585,2080,species,Myiomela leucura,4.06236505508423
ssp585,2080,species,Myophonus caeruleus,4.24050426483154
ssp585,2080,species,Netta rufina,5.4702935218811
ssp585,2080,species,Niltava davidi,4.02776622772217
ssp585,2080,species,Niltava grandis,3.65245461463928
ssp585,2080,species,Niltava macgrigoriae,3.81526756286621
ssp585,2080,species,Niltava sundara,4.16344690322876
ssp585,2080,species,Ninox japonica,4.61050891876221
ssp585,2080,species,Nipponia nippon,4.41820335388184
ssp585,2080,species,Nisaetus nipalensis,3.8696129322052
ssp585,2080,species,Numenius madagascariensis,5.46386051177979
ssp585,2080,species,Nycticorax nycticorax,4.27946424484253
ssp585,2080,species,Oenanthe deserti,5.03550815582275
ssp585,2080,species,Oenanthe oenanthe,5.18530464172363
ssp585,2080,species,Onychoprion anaethetus,3.20270991325378
ssp585,2080,species,Oriolus oriolus,5.45609855651856
ssp585,2080,species,Otus lettia,4.04453372955322
ssp585,2080,species,Otus semitorques,4.8799901008606
ssp585,2080,species,Otus spilocephalus,3.88261818885803
ssp585,2080,species,Oxyura leucocephala,5.19826936721802
ssp585,2080,species,Panurus biarmicus,5.19489192962647
ssp585,2080,species,Paradoxornis guttaticollis,4.01147651672363
ssp585,2080,species,Paradoxornis heudei,4.51630020141602
ssp585,2080,species,Parayuhina diademata,4.09981393814087
ssp585,2080,species,Pardaliparus venustulus,4.34700489044189
ssp585,2080,species,Parus monticolus,4.20745277404785
ssp585,2080,species,Passer cinnamomeus,4.24997997283936
ssp585,2080,species,Passer domesticus,5.27427577972412
ssp585,2080,species,Passer hispaniolensis,5.41323471069336
ssp585,2080,species,Pelecanus crispus,5.09799671173096
ssp585,2080,species,Pellorneum tickelli,3.70170712471008
ssp585,2080,species,Perdix hodgsoniae,4.56705617904663
ssp585,2080,species,Pericrocotus cantonensis,4.16537857055664
ssp585,2080,species,Pericrocotus divaricatus,5.39854001998901
ssp585,2080,species,Pericrocotus ethologus,4.300537109375
ssp585,2080,species,Pericrocotus solaris,3.90266990661621
ssp585,2080,species,Periparus rubidiventris,4.40549802780151
ssp585,2080,species,Pernis ptilorhynchus,5.06092214584351
ssp585,2080,species,Phasianus colchicus,4.72914505004883
ssp585,2080,species,Phoenicurus erythronotus,5.30745506286621
ssp585,2080,species,Phoenicurus frontalis,4.45536136627197
ssp585,2080,species,Phoenicurus leucocephalus,4.38329696655273
ssp585,2080,species,Phoenicurus ochruros,4.87366628646851
ssp585,2080,species,Phoenicurus schisticeps,4.32235145568848
ssp585,2080,species,Phylloscopus affinis,4.34353876113892
ssp585,2080,species,Phylloscopus burkii,3.91801452636719
ssp585,2080,species,Phylloscopus cantator,3.60177874565125
ssp585,2080,species,Phylloscopus castaniceps,4.0667724609375
ssp585,2080,species,Phylloscopus claudiae,4.49491262435913
ssp585,2080,species,Phylloscopus coronatus,4.992356300354
ssp585,2080,species,Phylloscopus emeiensis,4.18170118331909
ssp585,2080,species,Phylloscopus intermedius,3.92758893966675
ssp585,2080,species,Phylloscopus magnirostris,4.09231662750244
ssp585,2080,species,Phylloscopus ogilviegranti,3.94919776916504
ssp585,2080,species,Phylloscopus omeiensis,4.2493577003479
ssp585,2080,species,Phylloscopus pulcher,4.0841212272644
ssp585,2080,species,Phylloscopus ricketti,4.20947408676147
ssp585,2080,species,Phylloscopus soror,4.33332967758179
ssp585,2080,species,Phylloscopus subaffinis,4.29386806488037
ssp585,2080,species,Phylloscopus tenellipes,5.29323482513428
ssp585,2080,species,Phylloscopus tephrocephalus,4.17179822921753
ssp585,2080,species,Phylloscopus yunnanensis,4.53421831130981
ssp585,2080,species,Picumnus innominatus,4.10234975814819
ssp585,2080,species,Picus chlorolophus,3.70245504379272
ssp585,2080,species,Pitta nympha,4.05282783508301
ssp585,2080,species,Platalea minor,4.69175243377686
ssp585,2080,species,Pnoepyga immaculata,3.82476806640625
ssp585,2080,species,Podiceps auritus,5.33666801452637
ssp585,2080,species,Podiceps grisegena,5.45891666412354
ssp585,2080,species,Podiceps nigricollis,5.30126953125
ssp585,2080,species,Podoces biddulphi,5.25142240524292
ssp585,2080,species,Pomatorhinus schisticeps,3.42998003959656
ssp585,2080,species,Pomatorhinus superciliaris,3.57805061340332
ssp585,2080,species,Prinia atrogularis,3.5487174987793
ssp585,2080,species,Prinia flaviventris,3.62960863113403
ssp585,2080,species,Prinia inornata,4.08068418502808
ssp585,2080,species,Prunella collaris,4.86703157424927
