province,ssp,horizon,mech,ml,n_sp,mech0,ml0,mech_ratio,ml_ratio
Anhui,ssp245,2030,1.05863791203794,0.674830848107904,269,0.0102001944408332,0.00420914702554541,1.0378605213642,1.60324845868376
Anhui,ssp245,2050,1.48939074754454,1.52079751559267,269,0.0102001944408332,0.00420914702554541,1.46015917263522,3.61307767669532
Anhui,ssp245,2080,2.53533215573083,1.08054279056326,269,0.0102001944408332,0.00420914702554541,2.48557237848471,2.56713007173524
Anhui,ssp585,2030,1.18706268602867,0.583759290564348,269,0.0102001944408332,0.00420914702554541,1.16376476244084,1.3868826320903
Anhui,ssp585,2050,2.48810771168883,0.92318291666824,269,0.0102001944408332,0.00420914702554541,2.4392747864967,2.19327790420582
Anhui,ssp585,2080,16.6778167655535,0.933924988414192,269,0.0102001944408332,0.00420914702554541,16.3504890640017,2.21879868473631
Beijing,ssp245,2030,1.12128969720929,1.01554097036569,160,0.00960337701252802,0.00844828761473764,1.16759937233175,1.20206723146372
Beijing,ssp245,2050,1.70668901307471,1.02674620087782,160,0.00960337701252802,0.00844828761473764,1.77717589432162,1.21533054708828
Beijing,ssp245,2080,3.28607150437574,1.01132934963971,160,0.00960337701252802,0.00844828761473764,3.42178746089935,1.19708205468229
Beijing,ssp585,2030,1.25831298933747,0.95135166979162,160,0.00960337701252802,0.00844828761473764,1.31028177660416,1.12608816505256
Beijing,ssp585,2050,2.81423587800132,1.02118207745662,160,0.00960337701252802,0.00844828761473764,2.93046485036465,1.20874445097633
Beijing,ssp585,2080,16.8729696778412,1.03362477777409,160,0.00960337701252802,0.00844828761473764,17.5698295045896,1.22347252474097
Chongqing,ssp245,2030,0.573552846415052,0.309471505307876,296,0.00524480571821882,0.00329590071831606,1.09356356980528,0.938958821144316
Chongqing,ssp245,2050,0.860193189698661,1.54879332010357,296,0.00524480571821882,0.00329590071831606,1.64008589814989,4.6991504067358
Chongqing,ssp245,2080,1.58204789503407,1.00479343102937,296,0.00524480571821882,0.00329590071831606,3.0164089577971,3.04861558919388
Chongqing,ssp585,2030,0.665764392847182,0.462878805843207,296,0.00524480571821882,0.00329590071831606,1.26937855969483,1.40440761237402
Chongqing,ssp585,2050,1.5130087622286,0.967654123166073,296,0.00524480571821882,0.00329590071831606,2.88477561136894,2.93593225605553
Chongqing,ssp585,2080,9.80715751068367,0.96721306409391,296,0.00524480571821882,0.00329590071831606,18.698800370463,2.93459405108561
Fujian,ssp245,2030,0.480831670095622,0.784724524039459,295,0.00434935092204525,0.00843569873200761,1.10552512021613,0.930242471867773
Fujian,ssp245,2050,0.800588363968215,1.02640277291727,295,0.00434935092204525,0.00843569873200761,1.84070767872587,1.21673711393081
Fujian,ssp245,2080,2.19347995265757,1.04648621336525,295,0.00434935092204525,0.00843569873200761,5.04323516766522,1.24054479256658
Fujian,ssp585,2030,0.548137396069024,1.71216846214828,295,0.00434935092204525,0.00843569873200761,1.26027401764875,2.02966999716549
Fujian,ssp585,2050,1.75006889712812,1.00342098826748,295,0.00434935092204525,0.00843569873200761,4.02374728665299,1.18949362719675
Fujian,ssp585,2080,23.1007804313332,1.0129358754809,295,0.00434935092204525,0.00843569873200761,53.1131675631045,1.20077293850895
Gansu,ssp245,2030,1.36129552005619,0.409008330486701,263,0.011388201298951,0.0092336631901456,1.1953560393963,0.442953486676019
Gansu,ssp245,2050,1.76748470544285,1.02118688862162,263,0.011388201298951,0.0092336631901456,1.55203149210724,1.10593907054294
Gansu,ssp245,2080,2.4006819690752,1.20273420924477,263,0.011388201298951,0.0092336631901456,2.10804314575677,1.30255369345544
Gansu,ssp585,2030,1.50651947843083,0.44734793959297,263,0.011388201298951,0.0092336631901456,1.32287745789109,0.484475045689766
Gansu,ssp585,2050,2.37776463703075,1.19340601372763,263,0.011388201298951,0.0092336631901456,2.08791939535682,1.29245131553126
Gansu,ssp585,2080,6.81384014098361,1.24822170106241,263,0.011388201298951,0.0092336631901456,5.98324525718671,1.3518163651394
Guangdong,ssp245,2030,0.202510183020125,0.874041217669646,263,0.00232133845451004,0.0048533352552258,0.87238542327456,1.8009083891918
Guangdong,ssp245,2050,0.320937478344218,0.208562293088598,263,0.00232133845451004,0.0048533352552258,1.38255357688441,0.429729829325164
Guangdong,ssp245,2080,0.80222015362097,1.76455449594447,263,0.00232133845451004,0.0048533352552258,3.45585173959604,3.63575645025654
Guangdong,ssp585,2030,0.239661010084704,1.55273467964517,263,0.00232133845451004,0.0048533352552258,1.03242596795429,3.1993146938969
Guangdong,ssp585,2050,0.695317305574973,1.87047950665824,263,0.00232133845451004,0.0048533352552258,2.99532928610246,3.85400844634463
Guangdong,ssp585,2080,9.34446867202385,1.05565578080076,263,0.00232133845451004,0.0048533352552258,40.2546584875155,2.17511407163577
Guangxi,ssp245,2030,1.05425332647113,0.33666877560885,279,0.00978294999062718,0.00226879617558979,1.07764358141582,1.48390930499224
Guangxi,ssp245,2050,1.81863808949823,1.8793753000714,279,0.00978294999062718,0.00226879617558979,1.85898741304067,8.28357928443193
Guangxi,ssp245,2080,4.88403447730656,1.07044620467784,279,0.00978294999062718,0.00226879617558979,4.99239440249193,4.71812415850696
Guangxi,ssp585,2030,1.23685228366321,0.670599834542842,279,0.00978294999062718,0.00226879617558979,1.26429378137291,2.95575178483591
Guangxi,ssp585,2050,4.08537656334866,1.09121932499578,279,0.00978294999062718,0.00226879617558979,4.17601701660825,4.80968425782942
Guangxi,ssp585,2080,34.3135318690856,1.10935662580173,279,0.00978294999062718,0.00226879617558979,35.0748311112298,4.88962665636259
Guizhou,ssp245,2030,0.929987624232363,0.273991863113584,298,0.00885553402344145,0.014198875464124,1.05017678411104,0.192967297872197
Guizhou,ssp245,2050,1.52552660503255,0.50872883133609,298,0.00885553402344145,0.014198875464124,1.72268165984607,0.35828811416896
Guizhou,ssp245,2080,3.5294853013555,0.988772581409563,298,0.00885553402344145,0.014198875464124,3.98562671885468,0.696373867006494
Guizhou,ssp585,2030,1.1129678160165,0.249815592298131,298,0.00885553402344145,0.014198875464124,1.25680485566468,0.17594040663948
Guizhou,ssp585,2050,3.16524511369183,1.00988217710749,298,0.00885553402344145,0.014198875464124,3.5743130852562,0.711240956834319
Guizhou,ssp585,2080,25.7764760646865,1.04785712444436,298,0.00885553402344145,0.014198875464124,29.1077601830151,0.737985995505039
Hainan,ssp245,2030,1.24697523148918,0.194930210553967,202,0.012721565037672,0.00189821856784505,0.980205837722437,1.02691130439874
Hainan,ssp245,2050,2.32039751756209,1.75163689539722,202,0.012721565037672,0.00189821856784505,1.82398746592165,9.22779349580253
Hainan,ssp245,2080,7.93016277128842,1.03973646522592,202,0.012721565037672,0.00189821856784505,6.23363772287846,5.47743280378021
Hainan,ssp585,2030,1.47911754260878,0.292040965557882,202,0.012721565037672,0.00189821856784505,1.16268520282584,1.53850020490223
Hainan,ssp585,2050,6.31574575846969,1.08360694496579,202,0.012721565037672,0.00189821856784505,4.9645980976138,5.70854675705734
Hainan,ssp585,2080,56.5630450937302,1.02363985814477,202,0.012721565037672,0.00189821856784505,44.4623322100948,5.39263431242722
Hebei,ssp245,2030,0.40155848129986,0.300343506006637,214,0.00380627426501961,0.00376774135473289,1.05499092640344,0.797144702168469
Hebei,ssp245,2050,0.57704203743238,1.5174390602896,214,0.00380627426501961,0.00376774135473289,1.51602852883069,4.02745018148196
Hebei,ssp245,2080,1.03711433624489,0.97102528445044,214,0.00380627426501961,0.00376774135473289,2.72474935864757,2.57720791590611
Hebei,ssp585,2030,0.449737958351536,0.396804445533073,214,0.00380627426501961,0.00376774135473289,1.18157002632394,1.05316264619551
Hebei,ssp585,2050,0.936200538345159,0.960830206630282,214,0.00380627426501961,0.00376774135473289,2.45962448620432,2.55014905793182
Hebei,ssp585,2080,5.14042513610715,0.9209960598986,214,0.00380627426501961,0.00376774135473289,13.5051359365998,2.44442485082391
Heilongjiang,ssp245,2030,1.37157195801957,0.825857049799091,172,0.00899821501524176,0.00395394439421876,1.52427115344133,2.0886916138897
Heilongjiang,ssp245,2050,1.77136600283707,0.480562030286312,172,0.00899821501524176,0.00395394439421876,1.96857487828043,1.2153990607176
Heilongjiang,ssp245,2080,2.51216412430101,1.08355377871153,172,0.00899821501524176,0.00395394439421876,2.79184718307547,2.74043757493365
Heilongjiang,ssp585,2030,1.4668992380395,0.451286889776468,172,0.00899821501524176,0.00395394439421876,1.63021136475931,1.1413587162134
Heilongjiang,ssp585,2050,2.38088133985361,1.09411934742617,172,0.00899821501524176,0.00395394439421876,2.64594848625057,2.76715916649191
Heilongjiang,ssp585,2080,5.25286847406869,1.05384299775239,172,0.00899821501524176,0.00395394439421876,5.83767832305745,2.66529544343937
Henan,ssp245,2030,1.13647654797464,0.753861515775108,243,0.0109897268292852,0.00834333897978374,1.03412629415518,0.903548947971245
Henan,ssp245,2050,1.52931395688042,1.68829798600694,243,0.0109897268292852,0.00834333897978374,1.39158505087237,2.02352797854403
Henan,ssp245,2080,2.30277333686067,1.13394604646122,243,0.0109897268292852,0.00834333897978374,2.09538723994876,1.35910341076734
Henan,ssp585,2030,1.24357796178311,0.946823952847962,243,0.0109897268292852,0.00834333897978374,1.13158223229831,1.1348261830691
Henan,ssp585,2050,2.50031729454396,1.11788661753828,243,0.0109897268292852,0.00834333897978374,2.27514053204778,1.33985520694648
Henan,ssp585,2080,15.1677839562154,1.0298926802927,243,0.0109897268292852,0.00834333897978374,13.8017843317057,1.23438911302558
Hubei,ssp245,2030,0.987769829458735,1.6903114252949,277,0.00893718933972916,0.00750053664904747,1.10523542907134,2.25358731566169
Hubei,ssp245,2050,1.43318169759432,0.982606624394306,277,0.00893718933972916,0.00750053664904747,1.60361568174828,1.31004842769363
Hubei,ssp245,2080,2.49368698247238,1.06466904270802,277,0.00893718933972916,0.00750053664904747,2.79023626744374,1.41945715689987
Hubei,ssp585,2030,1.08909731135311,1.59923938390486,277,0.00893718933972916,0.00750053664904747,1.21861277629161,2.13216661518207
Hubei,ssp585,2050,2.61599288602656,1.00091552010499,277,0.00893718933972916,0.00750053664904747,2.92708679047169,1.33445854201925
Hubei,ssp585,2080,18.9225369912456,0.983401811479957,277,0.00893718933972916,0.00750053664904747,21.1728053104211,1.31110860128234
Hunan,ssp245,2030,2.24315300537152,0.769555959804897,255,0.0204922519942815,0.00609729134559851,1.09463469705403,1.2621275845059
Hunan,ssp245,2050,3.46878605993779,0.942404407496546,255,0.0204922519942815,0.00609729134559851,1.69273053098594,1.54561157418998
Hunan,ssp245,2080,7.29529364719939,0.999639225032582,255,0.0204922519942815,0.00609729134559851,3.56002534481579,1.63948082578373
Hunan,ssp585,2030,2.52797796797238,1.70792775292534,255,0.0204922519942815,0.00609729134559851,1.23362623526093,2.8011253786622
Hunan,ssp585,2050,6.46436712254083,0.997434603141657,255,0.0204922519942815,0.00609729134559851,3.1545420797796,1.63586508599705
Hunan,ssp585,2080,35.9507320011609,1.0345567856897,255,0.0204922519942815,0.00609729134559851,17.5435730593169,1.69674815758398
Inner Mongolia,ssp245,2030,1.55860141591935,0.447952528603566,195,0.0123509930731723,0.00416988855203948,1.26192396569698,1.07425539798773
Inner Mongolia,ssp245,2050,1.86717261729948,1.48646398137013,195,0.0123509930731723,0.00416988855203948,1.51175910004774,3.56475709798792
Inner Mongolia,ssp245,2080,2.48547332477639,0.963889863043546,195,0.0123509930731723,0.00416988855203948,2.01236719189415,2.31154826085726
Inner Mongolia,ssp585,2030,1.65817987485671,0.909039313272119,195,0.0123509930731723,0.00416988855203948,1.34254781379357,2.18000865473374
Inner Mongolia,ssp585,2050,2.3092112436371,0.970244794510878,195,0.0123509930731723,0.00416988855203948,1.86965633447966,2.32678831197139
