run_key,indicator,window,threshold,effort,rows,events,effort_hr,effort_lo,effort_hi,effort_p,change_hr,change_lo,change_hi,change_p,var_hr,var_lo,var_hi,var_p,int_change_hr,int_change_lo,int_change_hi,int_change_p,int_var_hr,int_var_lo,int_var_hi,int_var_p,AIC,dAIC_vs_effort
eff_eff_visits,tavg_annual,15,50,eff_visits,182485,655,1.79215203289124,1.64209251493968,1.95592445600679,4.47774484414831e-39,1.39676372155388,1.24650029645092,1.56514113907863,8.69733962106736e-09,0.845681313568549,0.776520543392737,0.921001884888079,0.000117887284509364,0.873305568184163,0.798235871510516,0.955435157252786,0.00313558158397473,1.06157310769015,0.966439745869188,1.16607110560978,0.212260499541184,8407.619815599,-42.0831752184949
eff_eff_records,tavg_annual,15,50,eff_records,178282,654,1.58673473694685,1.45816591496335,1.726639677692,9.24582558101422e-27,1.40800479156136,1.26135293214124,1.57170720624112,1.07716173067578e-09,0.873053637758083,0.803788593610448,0.948287473176099,0.00128630707640991,0.83905192558767,0.769080932300381,0.915388880760096,7.81724433393752e-05,1.01867838517524,0.927809918659432,1.11844638815954,0.697862781588755,8426.06733199116,-46.5969011180969
eff_eff_observers,tavg_annual,15,50,eff_observers,182485,655,1.75194788232296,1.61474452743009,1.90080927988084,2.15114829324771e-41,1.37126960180476,1.22407355118582,1.536166122544,5.04145771636641e-08,0.845284716668738,0.775917400850957,0.920853497356989,0.000119393658926679,0.894958211533048,0.822021958347938,0.974365942729978,0.0105055485877113,1.02879194487923,0.93658346731188,1.13007852774316,0.553528535154296,8404.28347392078,-37.8022409830774
eff_eff_days,tavg_annual,15,50,eff_days,182485,655,1.88506393860144,1.70073377109501,2.08937231270928,1.4275991536262e-33,1.39792725474125,1.24434692640778,1.57046284125107,1.68363916161101e-08,0.843227743840308,0.773791078256107,0.918895355558339,0.000100591535562615,0.893139670761502,0.80514500507565,0.990751313687916,0.0327132594690167,1.10465833849217,1.00053992964124,1.21961154037883,0.0487596849827121,8413.92566586586,-40.9200781694544
eff_eff_pca,tavg_annual,15,50,eff_pca,178282,654,1.74381242557533,1.59917731018523,1.90152884000004,2.46560356598736e-36,1.38666293930739,1.23772781204942,1.55351935096682,1.70995317172338e-08,0.851965768790709,0.782476523720628,0.927626132142331,0.000223681325326957,0.87494924958955,0.79980711304369,0.95715101412895,0.00354650040077178,1.05128033721435,0.956426498571451,1.1555413291709,0.299941046722343,8381.44207127629,-39.7221141516075
