grid_cell,province,olap
3282,Guangxi,8084522544.51831
3283,Guangdong,6588977151.51913
3284,Guangdong,8549828973.79974
3285,Guangdong,7852906337.16039
3286,Guangdong,3324302307.39868
3287,Guangdong,1229519071.14276
3288,Guangdong,117392968.401057
3354,Guangdong,5868341831.25348
3355,Guangdong,5229886277.37629
3356,Guangdong,2412304203.79005
3357,Guangdong,750690795.962047
3358,Guangdong,5001601.36538848
3426,Guangdong,5112545338.48819
3427,Guangdong,121532583.933116
2990,Guizhou,8102479619.5374
2991,Guizhou,6335518883.26726
2992,Guizhou,6425877947.80833
3060,Yunnan,3808620355.1839
3061,Guangxi,4538820439.90562
3062,Guangxi,6304053401.25285
3063,Guangxi,8184575015.64057
3064,Guangxi,8104104192.83214
3065,Guangxi,8208749106.08335
3066,Guangxi,8214688648.37995
3132,Yunnan,8294152715.29401
3133,Yunnan,5544506284.07746
3134,Guangxi,7534826010.82819
3135,Guangxi,8312649936.3237
3136,Guangxi,8311877731.94768
3137,Guangxi,8314537146.32337
3138,Guangxi,8320632138.20095
3139,Guangxi,8330171785.21623
3205,Guangxi,2063220101.69208
3206,Guangxi,6586508710.94417
3207,Guangxi,8416320128.29241
3208,Guangxi,8415528376.20418
3209,Guangxi,8418255119.37097
3210,Guangxi,8424504503.32189
3278,Guangxi,1846276045.1496
3279,Guangxi,8444243209.34456
3280,Guangxi,8515818744.67892
3281,Guangxi,8519749740.05975
3351,Guangxi,1840968688.38882
3352,Guangxi,2568288556.31718
3353,Guangxi,3501635154.47009
3425,Guangxi,1118830.59114332
3497,Hainan,2729244689.41527
3498,Hainan,6247938469.09156
3499,Hainan,3064579824.77487
3568,Hainan,212796488.25207
3569,Hainan,8819212619.28554
3570,Hainan,8317696438.58577
3571,Hainan,541085024.471728
3641,Hainan,1939548244.11687
3642,Hainan,1015149554.69241
2416,Sichuan,4533658304.11244
2487,Sichuan,6954568341.16991
2488,Chongqing,5331572060.06363
2489,Chongqing,7306094956.8066
2557,Sichuan,5931444335.11935
2558,Sichuan,5089497867.32915
2559,Chongqing,4332704310.75186
2629,Chongqing,4180157969.53929
2630,Chongqing,7540970163.54561
2631,Chongqing,7522875946.53065
2701,Sichuan,6078441736.892
2702,Chongqing,4751637702.29759
2703,Guizhou,5683267997.807
2704,Guizhou,4475829099.49359
2776,Guizhou,7698119939.56791
2188,Qinghai,5612982740.05966
2189,Qinghai,5190328728.42576
2193,Gansu,4040142104.85973
2194,Gansu,3788005351.60112
2195,Gansu,6842687101.86137
2260,Qinghai,4105976551.40425
2261,Sichuan,6357370086.02431
2262,Qinghai,6806327496.88115
2263,Qinghai,7040239942.51909
2264,Qinghai,5854873652.3967
2265,Gansu,3479805822.00634
2266,Sichuan,6914624792.31165
2267,Sichuan,6119314483.12724
2268,Gansu,6457680824.89394
2332,Qinghai,3321867694.45328
2333,Sichuan,6763490228.5113
2334,Sichuan,6234373372.79231
2335,Sichuan,4746199296.18658
2336,Sichuan,4727668557.21565
2337,Sichuan,7124340623.08109
2338,Sichuan,7108823300.92173
2339,Sichuan,7095826206.54648
2340,Sichuan,4273800998.62566
2341,Sichuan,4444033011.91945
2342,Sichuan,3983070293.82663
2343,Shaanxi,5088225614.26782
2405,Tibet,4282353925.23231
2406,Sichuan,7308451249.1157
2407,Sichuan,7284458047.27136
2408,Sichuan,7263136656.61633
2409,Sichuan,7244462547.58443
2410,Sichuan,7228414257.29731
2411,Sichuan,7214973356.91682
2412,Sichuan,7204124423.41882
2413,Sichuan,7195855015.84702
2414,Sichuan,7190155656.07881
2415,Sichuan,7186427192.31021
2477,Tibet,6938659287.50077
2478,Sichuan,7275375499.08042
2479,Sichuan,7405341298.42851
2480,Sichuan,7383302143.30458
2481,Sichuan,7364001183.4385
2482,Sichuan,7347415524.89107
2483,Sichuan,7333525515.82007
2484,Sichuan,7322314713.76321
2485,Sichuan,7313769858.15396
2486,Sichuan,7307880848.07526
2550,Sichuan,6219820103.7952
2551,Sichuan,7525517044.10403
2552,Sichuan,7502752405.79039
2553,Sichuan,7482817943.23147
2554,Sichuan,7465689280.4722
2555,Sichuan,7451345499.52253
2556,Sichuan,7439769102.79971
2622,Sichuan,5691109737.00476
2623,Sichuan,7644841343.46244
2624,Sichuan,7621344596.54515
2625,Sichuan,7600770935.37249
2626,Sichuan,7583094452.73637
2627,Sichuan,7568292922.8364
2628,Sichuan,7556347758.53896
2694,Sichuan,4008941842.54619
2695,Sichuan,6983079755.74487
2696,Sichuan,7738932750.97809
2697,Sichuan,7717715216.42086
2698,Sichuan,7699486974.0181
2699,Sichuan,6738232426.15211
2700,Sichuan,7405403378.45428
2766,Yunnan,7572228520.37091
2767,Yunnan,4796544846.32616
2768,Sichuan,7359645233.66207
2769,Sichuan,7833503066.28781
2770,Sichuan,7805855061.65644
2771,Yunnan,5756526223.01076
2772,Yunnan,4127200485.48277
2773,Sichuan,5408099653.45848
2774,Guizhou,6603788235.40742
2840,Yunnan,4275227135.91854
2841,Sichuan,7948186466.22436
2842,Sichuan,5062384187.09542
2912,Yunnan,7818663998.32329
2913,Sichuan,6169939493.54272
2914,Yunnan,4681477090.485
2775,Guizhou,7766303678.73911
2843,Yunnan,5137000502.71419
2844,Guizhou,5485794873.38092
2845,Guizhou,7573712919.01396
2846,Guizhou,7882573317.798
2847,Guizhou,7878799266.14262
2848,Guizhou,7878106174.20749
2915,Yunnan,6745187100.35443
2916,Guizhou,5483735724.94746
2917,Guizhou,8000771319.84549
2918,Guizhou,7993714687.51498
2919,Guizhou,7989832606.95314
2920,Guizhou,7989119681.70654
2988,Guizhou,5531187380.58508
2989,Guizhou,8110496490.84264
2693,Tibet,6752614223.00076
2765,Yunnan,4183649805.48514
2837,Yunnan,686687130.991708
2838,Yunnan,8025181836.21319
2839,Yunnan,7996219958.95675
2909,Yunnan,658082370.165992
2910,Yunnan,8140444609.27417
2911,Yunnan,8110639522.58471
2980,Yunnan,29128446.1290148
2981,Yunnan,4368188016.11808
2982,Yunnan,8254094448.37524
2983,Yunnan,8223445954.09397
2984,Yunnan,8196232734.69324
2985,Yunnan,8172415588.06686
2986,Yunnan,8151960298.63254
2987,Yunnan,8134837551.07433
3052,Yunnan,2093113191.11317
3053,Yunnan,8401040527.80279
3054,Yunnan,8365971173.84551
3055,Yunnan,8334480788.49731
3056,Yunnan,8306522766.42836
3057,Yunnan,8282055866.91687
3058,Yunnan,8261044105.11281
3059,Yunnan,8243456657.27955
3124,Yunnan,1013130857.52348
3125,Yunnan,3140685444.01571
3126,Yunnan,8263158253.60217
3127,Yunnan,8443584378.67201
3128,Yunnan,8414884581.69625
3129,Yunnan,8389770654.43692
3130,Yunnan,8368204816.39471
3131,Yunnan,8350154713.34751
3198,Yunnan,4839437130.43176
3199,Yunnan,8550596305.8014
3200,Yunnan,8521159391.24564
3201,Yunnan,8495402580.46246
3202,Yunnan,8419564697.82665
3203,Yunnan,8193708119.64299
3204,Yunnan,6422637150.59496
3270,Yunnan,2847945725.95576
3271,Yunnan,8102512010.07742
3272,Yunnan,8625188112.76632
3273,Yunnan,3306135549.89896
3274,Yunnan,1035965965.32138
3275,Yunnan,550076645.379588
3276,Yunnan,22960131.1604097
3343,Yunnan,2472282649.22132
3344,Yunnan,4071057070.83761
3345,Yunnan,2032304984.34882
1959,Xinjiang,7047435452.00527
1960,Xinjiang,4639625225.56111
1961,Tibet,3722854757.75422
1962,Tibet,4071695319.90369
1963,Xinjiang,4976353153.94334
2025,Xinjiang,6912422064.02958
2026,Xinjiang,7026058996.44899
2027,Xinjiang,5140014180.04541
2028,Xinjiang,5023142912.84442
2029,Xinjiang,6159085996.12613
2030,Tibet,4135639262.06637
2031,Tibet,5167478065.70453
2032,Tibet,7224884832.77498
2033,Tibet,7170514895.15082
2034,Tibet,7118848470.94784
2035,Tibet,5598447557.30275
2096,Xinjiang,7700229940.18488
2097,Tibet,6979301981.95821
2098,Tibet,7697648007.81755
2099,Tibet,7694694836.4539
2100,Tibet,7624360919.34519
2101,Tibet,7555902338.46907
2102,Tibet,7490510780.54166
2103,Tibet,7428122632.74735
2104,Tibet,7368676930.18539
2105,Tibet,7312115354.79017
2106,Tibet,7258382228.40554
2107,Tibet,5889129354.30266
2108,Qinghai,7148657233.836
2167,Tibet,1435564238.35562
2168,Tibet,7342817933.38376
2169,Tibet,8012755222.53071
2170,Tibet,7931387697.31516
2171,Tibet,7853464405.01483
2172,Tibet,7778906757.18566
2173,Tibet,7707639170.95143
2174,Tibet,7639589075.68379
2175,Tibet,7574686910.59897
2176,Tibet,7512866114.7383
2177,Tibet,7454063110.61327
2178,Tibet,7398217282.67108
2179,Tibet,6876559186.79568
2180,Qinghai,7227398727.79815
2239,Tibet,1170037341.43676
2240,Tibet,7966519417.23255
2241,Tibet,8177413965.05767
2242,Tibet,8092663128.35104
2243,Tibet,8011533440.62697
2244,Tibet,7933938738.7791
2245,Tibet,7859796304.80903
2246,Tibet,7789026852.47139
2247,Tibet,7721554505.62566
2248,Tibet,7657306769.78999
2249,Tibet,7596214498.19705
2250,Tibet,7538211853.53244
2251,Tibet,7483236266.37317
2252,Qinghai,3736969508.13378
2253,Qinghai,6694601351.43956
2311,Tibet,1685534206.83473
2312,Tibet,6819818321.52514
2313,Tibet,8342620548.85912
2314,Tibet,8254405627.92503
2315,Tibet,8169995068.75767
2316,Tibet,8089294647.91118
2317,Tibet,8012214066.69417
2318,Tibet,7938666914.5702
2319,Tibet,7868570625.3074
2320,Tibet,7801846427.38096
2321,Tibet,7738419289.95843
2322,Tibet,7678217865.6265
2323,Tibet,7621174430.86533
2324,Tibet,7567224825.17861
2325,Tibet,7514138465.47865
2326,Tibet,5644219106.1548
2327,Tibet,3961823371.99654
2328,Qinghai,5144242322.37944
2329,Qinghai,5145785055.25133
2330,Qinghai,7289597598.45396
2383,Tibet,3280097406.42537
2384,Tibet,8604052964.66802
2385,Tibet,8508195269.45996
2386,Tibet,8416438661.45501
2387,Tibet,8328675858.28653
2388,Tibet,8244804079.75508
2389,Tibet,8164724992.10759
2390,Tibet,8088344644.69275
2391,Tibet,8015573400.71224
2392,Tibet,7946325863.55843
2393,Tibet,7880520800.04852
2394,Tibet,7818081061.70016
2395,Tibet,7758933505.02212
2396,Tibet,7703008911.68689
2397,Tibet,7650241909.32231
2398,Tibet,7600570893.54069
2399,Tibet,7553937951.78399
2400,Tibet,7510288789.41129
2401,Tibet,7462740820.79566
2402,Qinghai,4084597186.65904
2403,Qinghai,4266074468.77868
2404,Tibet,6724523322.8029
2455,Tibet,685039283.839419
2456,Tibet,5669772474.42499
2457,Tibet,8646764187.10142
2458,Tibet,8578576669.11875
2459,Tibet,8487393829.21147
2460,Tibet,8400288523.79256
2461,Tibet,8317153922.93799
2462,Tibet,8237888114.86392
2463,Tibet,8162394007.83591
2464,Tibet,8090579229.31708
2465,Tibet,8022356023.60136
2466,Tibet,7957641149.04086
2467,Tibet,7896355775.79506
2468,Tibet,7838425384.90093
2469,Tibet,7783779669.3627
2470,Tibet,7732352437.81549
2471,Tibet,7684081521.28111
2472,Tibet,7638908683.40239
2473,Tibet,7596779534.5285
2474,Tibet,7557643449.9056
2475,Tibet,7521453492.24741
2476,Tibet,7488166338.84802
2529,Tibet,2226020746.66429
2530,Tibet,5184288078.02176
2531,Tibet,6170053920.79172
2532,Tibet,8555561490.72204
2533,Tibet,8469318147.25637
2534,Tibet,8387118237.28526
2535,Tibet,8308856827.93822
2536,Tibet,8234434219.02083
2537,Tibet,8163755812.02805
2538,Tibet,8096731980.58222
2539,Tibet,8033277943.14904
2540,Tibet,7973313638.75539
2541,Tibet,7916763606.3323
2542,Tibet,7863556868.16566
2543,Tibet,7813626817.8931
2544,Tibet,7766911113.38044
2545,Tibet,7723351574.75565
2546,Tibet,7682894087.82999
2547,Tibet,7645488513.07854
2548,Tibet,7611088600.32554
2549,Tibet,7579651909.23232
2603,Tibet,32432388.0653245
2604,Tibet,3766645235.16375
2605,Tibet,7816084099.25767
2606,Tibet,8535848957.97117
2607,Tibet,8454779648.82648
2608,Tibet,8377712278.03726
2609,Tibet,8304545085.88928
2610,Tibet,8235181772.05346
2611,Tibet,8169531340.66664
2612,Tibet,8107507950.34009
2613,Tibet,8049030769.62948
2614,Tibet,7994023838.34929
2615,Tibet,7942415935.0848
2616,Tibet,7894140451.14463
2617,Tibet,7849135271.14442
2618,Tibet,7807342660.39062
2619,Tibet,7768709159.14538
2620,Tibet,7733185483.85852
2621,Tibet,7700726435.4173
2677,Tibet,723144199.241707
2678,Tibet,5984967895.22162
2679,Tibet,8599973908.8537
2680,Tibet,8520228851.1477
2681,Tibet,8444543086.71676
2682,Tibet,8372813356.37283
2683,Tibet,8304942191.80185
2684,Tibet,8240837737.42102
2685,Tibet,8180413579.77049
2686,Tibet,8123588584.7126
2687,Tibet,8070286742.67465
2688,Tibet,8020437022.06713
2689,Tibet,7973973230.99076
2690,Tibet,7930833887.27798
2691,Tibet,7890962096.89585
2692,Tibet,7550220446.34361
2750,Tibet,97204263.8352001
2751,Tibet,2034996149.88906
2752,Tibet,4149769763.79706
2753,Tibet,5686346781.86767
2754,Tibet,4397510156.23757
2755,Tibet,5038713314.82168
2756,Tibet,2527273616.38003
2757,Tibet,4306682570.8546
2758,Tibet,8227121117.70957
2759,Tibet,8197073176.27187
2760,Tibet,8145637393.14252
2761,Tibet,6413739094.30677
2762,Tibet,2090775446.07787
2763,Tibet,3407406527.09356
2764,Tibet,2325771412.84893
2826,Tibet,273701246.015692
2827,Tibet,677157532.976878
2830,Tibet,4131331125.64626
2831,Tibet,7140858331.41674
2832,Tibet,4192793292.16895
2833,Tibet,3353342.36787509
1842,Shaanxi,6239267921.57006
1911,Shaanxi,2922054663.99956
1912,Shaanxi,6303394591.48852
1913,Shaanxi,6354971316.63587
1984,Gansu,4881374443.85551
1985,Shaanxi,6470719319.47208
2055,Gansu,6541837803.35092
2056,Gansu,5563336018.33107
2057,Shaanxi,6593606441.91236
2126,Gansu,4310072060.07597
2127,Shaanxi,4114498848.84912
2128,Shaanxi,6661256077.92757
2129,Shaanxi,6713011227.50033
2198,Gansu,4094817787.35844
2199,Shaanxi,6831048512.51162
2200,Shaanxi,6830528608.49645
2201,Shaanxi,6832319045.24664
2269,Gansu,6126230483.14548
2270,Shaanxi,5846265405.73074
2271,Shaanxi,6950092956.57601
2272,Shaanxi,6949554644.21216
2344,Shaanxi,7072695312.22752
1322,Xinjiang,5314064997.53253
1323,Gansu,3860512549.87833
1393,Xinjiang,5224866404.77254
1394,Xinjiang,3921350545.06284
1395,Gansu,5623027094.47888
1464,Xinjiang,4698174873.50458
1465,Gansu,5341162967.6253
1466,Gansu,5788131243.64996
1467,Gansu,5775472429.39357
1535,Xinjiang,4139476676.30059
1536,Gansu,4999430227.83628
1537,Gansu,5943239415.23898
1538,Gansu,5919335549.3771
1539,Gansu,5897182598.21277
1540,Gansu,5876765224.48007
1607,Gansu,4642974778.96485
1608,Gansu,6094542455.80356
1609,Gansu,6067775223.13558
1610,Gansu,6042855230.2916
1611,Gansu,6019764381.82767
1612,Gansu,5998485827.2953
1613,Gansu,5979003969.45913
1678,Xinjiang,4926549016.06392
1679,Gansu,4103381066.58711
1680,Gansu,5953417146.74864
1681,Gansu,6193148352.88862
1682,Gansu,6167183870.93851
1683,Gansu,5964605888.49009
1684,Gansu,4057131439.31941
1685,Gansu,5219013428.88666
1686,Gansu,5669091701.7629
1752,Qinghai,5763626144.98831
1753,Gansu,3622492325.45455
1754,Gansu,4911194766.56919
1755,Gansu,4393120882.24536
1756,Qinghai,6212002498.22189
1757,Qinghai,6169113988.61547
1758,Qinghai,5037194699.6153
1759,Gansu,4429645657.68274
1762,Gansu,6146172966.02741
1827,Qinghai,6391728805.41018
1832,Qinghai,4774264726.52099
1833,Gansu,4579190508.74382
1834,Gansu,6265974870.79994
1905,Qinghai,6257853788.82552
1906,Gansu,5522413595.85383
1909,Ningxia,5966534046.5685
1910,Ningxia,5247195765.16302
1978,Gansu,3351070937.06021
1979,Gansu,6495715937.7432
1980,Gansu,6486933705.65464
1981,Ningxia,4549410618.77881
1982,Ningxia,4476892094.12481
1983,Gansu,6420347208.9832
2049,Qinghai,6467968898.69862
2050,Gansu,4741844658.91622
2051,Gansu,6615907119.48521
2052,Gansu,6606794897.16554
2053,Gansu,4396507746.99345
2054,Ningxia,4091422345.2528
2121,Qinghai,4350157018.51382
2122,Gansu,6748009039.50535
2123,Gansu,6736133971.53015
2124,Gansu,6726685498.28927
2125,Gansu,6719482275.96712
2192,Qinghai,3708638492.15284
2196,Gansu,6846487653.34441
2197,Gansu,6839023897.72257
1748,Xinjiang,4586724747.12697
1749,Qinghai,5446462609.74867
1750,Qinghai,6409712610.54088
1751,Qinghai,6379405304.72599
1820,Xinjiang,5636389933.40688
1821,Qinghai,6169511670.98258
1822,Qinghai,6543149876.0733
1823,Qinghai,6508629137.98662
1824,Qinghai,6476262812.58967
1825,Qinghai,6446023848.29885
1826,Qinghai,6417886880.03025
1828,Qinghai,6367825903.68527
1829,Qinghai,6345859593.42797
1830,Qinghai,6325910669.67155
1831,Qinghai,6307962180.34717
1892,Xinjiang,6749587359.10365
1893,Qinghai,4177200434.95479
1894,Qinghai,6674377124.15993
1895,Qinghai,6638452776.11353
1896,Qinghai,6604777450.58287
1897,Qinghai,6573321653.38717
1898,Qinghai,6544057754.75589
1899,Qinghai,6516959984.32029
1900,Qinghai,6492004425.07871
1901,Qinghai,6469169006.66334
1902,Qinghai,6448433498.16717
1903,Qinghai,6429779500.7856
1904,Qinghai,6413190440.48719
1964,Xinjiang,5358737004.23428
1965,Qinghai,5125232754.5618
1966,Qinghai,6806126375.10144
1967,Qinghai,6768764487.1373
1968,Qinghai,6733748942.38954
1969,Qinghai,6701047659.94435
1970,Qinghai,6670630613.65949
1971,Qinghai,6642469821.1948
1972,Qinghai,6616539332.42091
1973,Qinghai,6592815217.5322
1974,Qinghai,6571275555.12825
1975,Qinghai,6551900420.51657
1976,Qinghai,6534671874.43087
1977,Qinghai,6519573952.3741
2036,Qinghai,7023433792.36947
2037,Qinghai,6979595191.33259
2038,Qinghai,6938279391.69619
2039,Qinghai,6899447011.98961
2040,Qinghai,6863060962.33307
2041,Qinghai,6829086428.08084
2042,Qinghai,6797490852.58215
2043,Qinghai,6768243919.46085
2044,Qinghai,6741317534.76259
2045,Qinghai,6716685809.2636
2046,Qinghai,6694325041.23158
2047,Qinghai,6674213699.85452
2048,Qinghai,6656332409.55427
2109,Qinghai,7113636086.60732
2110,Qinghai,7070712283.922
2111,Qinghai,7030377604.5867
2112,Qinghai,6992591851.05329
2113,Qinghai,6957317325.60689
2114,Qinghai,6924518804.98034
2115,Qinghai,6894163515.05969
2116,Qinghai,6866221105.99761
2117,Qinghai,6840663628.04821
2118,Qinghai,6817465508.3748
2119,Qinghai,6796603529.06128
2120,Qinghai,6778056806.52183
2181,Qinghai,7247860568.07312
2182,Qinghai,7203295566.29783
2183,Qinghai,7161428095.44992
2184,Qinghai,7122214684.69307
2185,Qinghai,7085614602.15482
2186,Qinghai,7051589820.43643
2187,Qinghai,7020104982.84347
2190,Qinghai,6940575951.11537
2191,Qinghai,6918949622.05784
2254,Qinghai,7335894240.63952
2255,Qinghai,7292464980.12275
2256,Qinghai,7251797368.31522
2257,Qinghai,7213847487.02284
2258,Qinghai,7178574366.3903
2259,Qinghai,7145939941.73096
2331,Qinghai,7271535383.52154
521,Xinjiang,9560557.24802883
592,Xinjiang,1876737557.33873
593,Xinjiang,3491187181.55768
663,Xinjiang,2446425264.95769
664,Xinjiang,4459723925.28627
665,Xinjiang,4685611573.84999
666,Xinjiang,2835397578.05375
667,Xinjiang,238210180.915651
735,Xinjiang,3401156156.41821
736,Xinjiang,4829897911.49433
737,Xinjiang,4805641052.31066
738,Xinjiang,4782476664.27555
739,Xinjiang,4585635565.27866
740,Xinjiang,1968984444.51634
804,Xinjiang,2210783242.17464
805,Xinjiang,1898318995.09696
806,Xinjiang,1805294627.03825
807,Xinjiang,4156005228.91192
808,Xinjiang,4949293514.21257
809,Xinjiang,4923820458.22975
810,Xinjiang,4899500586.32972
811,Xinjiang,4876327476.66124
812,Xinjiang,4352096903.49174
813,Xinjiang,354061953.447826
875,Xinjiang,164818549.970031
876,Xinjiang,4848684165.85887
877,Xinjiang,5158180950.46006
878,Xinjiang,5127745339.05589
879,Xinjiang,5098549518.73333
880,Xinjiang,5070585869.98916
881,Xinjiang,5043846723.62462
882,Xinjiang,5018324412.14415
883,Xinjiang,4994011317.20751
884,Xinjiang,4970899913.36352
885,Xinjiang,1314157583.04555
947,Xinjiang,1704720205.62835
948,Xinjiang,5318982047.1081
949,Xinjiang,5285701076.04298
950,Xinjiang,5253739899.17069
951,Xinjiang,5223089473.14157
952,Xinjiang,5193740700.4196
953,Xinjiang,5165684486.74819
954,Xinjiang,5138911794.12761
955,Xinjiang,5113413689.58095
956,Xinjiang,4955510141.54403
957,Xinjiang,485570007.9706
1016,Xinjiang,14314323.6900917
1017,Xinjiang,1784940373.06355
1018,Xinjiang,3192101250.8806
1019,Xinjiang,3479025772.20579
1020,Xinjiang,5450165713.21885
1021,Xinjiang,5415220747.47727
1022,Xinjiang,5381671780.67333
1023,Xinjiang,5349508081.8044
1024,Xinjiang,5318718925.2006
1025,Xinjiang,5289293649.6436
1026,Xinjiang,5261221712.69973
1027,Xinjiang,5234492740.55661
1028,Xinjiang,5191537154.66321
1029,Xinjiang,2628525139.45458
1030,Xinjiang,1536777610.69128
1031,Xinjiang,1219633285.40727
1032,Xinjiang,190371804.243278
1088,Xinjiang,155756.258853808
1089,Xinjiang,3245737768.293
1090,Xinjiang,5661206798.03196
1091,Xinjiang,5621540645.54828
1092,Xinjiang,5583375677.5064
1093,Xinjiang,5546699360.75665
1094,Xinjiang,5511499098.45422
1095,Xinjiang,5477762301.91433
1096,Xinjiang,5445476456.60442
1097,Xinjiang,5414629182.64663
1098,Xinjiang,5385208290.20715
1099,Xinjiang,5357201830.13056
1100,Xinjiang,5330598140.14892
1101,Xinjiang,5305385886.99082
1102,Xinjiang,5281554104.67695
1103,Xinjiang,5259092229.30522
1104,Xinjiang,4560480913.60457
1105,Xinjiang,1208120592.64104
1106,Xinjiang,90598647.9017184
1161,Xinjiang,2114437244.31234
1162,Xinjiang,5800259018.87297
1163,Xinjiang,5758618329.48879
1164,Xinjiang,5718567174.98681
1165,Xinjiang,5680090828.964
1166,Xinjiang,5643174577.22239
1167,Xinjiang,5607803791.42028
1168,Xinjiang,5573963996.43938
1169,Xinjiang,5541640931.91704
1170,Xinjiang,5510820608.35625
1171,Xinjiang,5481489358.20813
1172,Xinjiang,5453633882.3095
1173,Xinjiang,5427241292.01891
1174,Xinjiang,5402299147.39209
1175,Xinjiang,5378795491.69619
1176,Xinjiang,5356718882.56527
1177,Xinjiang,5336058420.0566
1178,Xinjiang,1863410230.71906
1233,Xinjiang,1268373642.26975
1234,Xinjiang,5941395145.75338
1235,Xinjiang,5897701166.29215
1236,Xinjiang,5855689611.91562
1237,Xinjiang,5815343344.86711
1238,Xinjiang,5776645327.59919
1239,Xinjiang,5739578697.79226
1240,Xinjiang,5704126836.6798
1241,Xinjiang,5670273431.18328
1242,Xinjiang,5638002530.33453
1243,Xinjiang,5607298596.40195
1244,Xinjiang,5578146551.16234
1245,Xinjiang,5550531817.6882
1246,Xinjiang,5524440358.02778
1247,Xinjiang,5499858707.11168
1248,Xinjiang,5476774003.20469
1249,Xinjiang,5455174015.19671
1250,Xinjiang,4360119744.29706
1251,Xinjiang,134750916.628361
1305,Xinjiang,3965395476.37274
1306,Xinjiang,6084561127.56157
1307,Xinjiang,6038733715.81783
1308,Xinjiang,5994686316.25596
1309,Xinjiang,5952399146.56449
1310,Xinjiang,5911852625.99254
1311,Xinjiang,5873027451.21352
1312,Xinjiang,5835904665.10339
1313,Xinjiang,5800465718.98926
1314,Xinjiang,5766692528.87871
1315,Xinjiang,5734567526.16957
1316,Xinjiang,5704073703.29245
1317,Xinjiang,5675194654.71242
1318,Xinjiang,5647914613.6934
1319,Xinjiang,5622218485.19592
1320,Xinjiang,5598091875.2433
1321,Xinjiang,5575521117.09524
1375,Xinjiang,93498617.8048575
1376,Xinjiang,2402792196.69994
1377,Xinjiang,5728321075.78025
1378,Xinjiang,6229696298.94257
1379,Xinjiang,6181654070.45991
1380,Xinjiang,6135494291.91958
1381,Xinjiang,6091194287.69156
1382,Xinjiang,6048731699.71915
1383,Xinjiang,6008084563.62222
1384,Xinjiang,5969231377.324
1385,Xinjiang,5932151162.8133
1386,Xinjiang,5896823521.63027
1387,Xinjiang,5863228684.5985
1388,Xinjiang,5831347556.31085
1389,Xinjiang,5801161754.84799
1390,Xinjiang,5772653647.14032
1391,Xinjiang,5745806380.40458
1392,Xinjiang,5720603909.99712
1445,Xinjiang,548988769.719009
1446,Xinjiang,1583695909.53176
1447,Xinjiang,5477756426.39646
1448,Xinjiang,6483486846.0562
1449,Xinjiang,6429088695.57917
1450,Xinjiang,6376733102.91505
1451,Xinjiang,6326393596.9304
1452,Xinjiang,6278043978.45689
1453,Xinjiang,6231658413.81389
1454,Xinjiang,6187211518.97621
1455,Xinjiang,6144678435.18886
1456,Xinjiang,6104034896.73477
1457,Xinjiang,6065257291.53033
1458,Xinjiang,6028322715.20564
1459,Xinjiang,5993209019.22395
1460,Xinjiang,5959894853.6164
1461,Xinjiang,5928359704.83035
1462,Xinjiang,5898583929.15698
1463,Xinjiang,5870548782.18104
1515,Xinjiang,1877368679.0803
1516,Xinjiang,1768684125.68248
1517,Xinjiang,5176368533.4673
1518,Xinjiang,6758103523.30729
1519,Xinjiang,6696671929.86999
1520,Xinjiang,6637464070.38606
1521,Xinjiang,6580449210.39683
1522,Xinjiang,6525596819.01671
1523,Xinjiang,6472876684.48244
1524,Xinjiang,6422259017.98875
1525,Xinjiang,6373714546.77037
1526,Xinjiang,6327214597.35773
1527,Xinjiang,6282731169.8425
1528,Xinjiang,6240237003.96584
1529,Xinjiang,6199705637.7632
1530,Xinjiang,6161111459.47396
1531,Xinjiang,6124429753.332
1532,Xinjiang,6089636739.86107
1533,Xinjiang,6056709611.20612
1534,Xinjiang,6025626562.00985
1586,Xinjiang,4123891280.1943
1587,Xinjiang,7126576961.17003
1588,Xinjiang,7055863477.80431
1589,Xinjiang,6986632139.24709
1590,Xinjiang,6919829980.45772
1591,Xinjiang,6855421488.56901
1592,Xinjiang,6793371255.1463
1593,Xinjiang,6733644119.79896
1594,Xinjiang,6676205299.04308
1595,Xinjiang,6621020501.60684
1596,Xinjiang,6568056031.34692
1597,Xinjiang,6517278878.85309
1598,Xinjiang,6468656802.75001
1599,Xinjiang,6422158401.63944
1600,Xinjiang,6377753177.55881
1601,Xinjiang,6335411591.77027
1602,Xinjiang,6295105113.63523
1603,Xinjiang,6256806263.26574
1604,Xinjiang,6220488648.59897
1605,Xinjiang,6186126997.48343
1606,Xinjiang,6153697185.31606
1657,Xinjiang,211560673.481637
1658,Xinjiang,6664852647.6746
1659,Xinjiang,7301499611.86044
1660,Xinjiang,7226261764.46087
1661,Xinjiang,7153645676.37902
1662,Xinjiang,7083610456.56603
1663,Xinjiang,7016115357.2075
1664,Xinjiang,6951119934.62805
1665,Xinjiang,6888584193.04637
1666,Xinjiang,6828468712.65125
1667,Xinjiang,6770734763.35289
1668,Xinjiang,6715344405.51358
1669,Xinjiang,6662260578.83612
1670,Xinjiang,6611447180.53677
1671,Xinjiang,6562869133.81954
1672,Xinjiang,6516492447.63362
1673,Xinjiang,6472284268.56999
1674,Xinjiang,6430212925.73254
1675,Xinjiang,6390247969.32373
1676,Xinjiang,6352360203.62946
1677,Xinjiang,6316521715.04937
1730,Xinjiang,1987923142.89543
1731,Xinjiang,6049839464.44471
