species,year,n_cells,baseline,annual_temp,temp_native_anom
Charadrius placidus,2005,860,6.81603288650513,7.15559816360474,0.339565277099609
Charadrius veredus,2005,147,1.37415206432343,1.67778944969177,0.303637385368347
Chlidonias leucopterus,2005,1115,3.61852622032166,3.92245578765869,0.303929567337036
Chlidonias niger,2005,65,2.81934809684753,3.26771759986877,0.44836950302124
Chloris ambigua,2005,297,13.6298961639404,14.4295959472656,0.799699783325195
Chloris sinica,2005,2177,10.1043548583984,10.455225944519,0.350871086120605
Chrysolophus pictus,2005,410,12.3430995941162,12.6593952178955,0.316295623779297
Ciconia boyciana,2005,141,3.75946140289307,4.01090955734253,0.251448154449463
Ciconia nigra,2005,2186,5.71650981903076,6.12738275527954,0.410872936248779
Circaetus gallicus,2005,228,6.13989019393921,6.33444738388062,0.194557189941406
Circus macrourus,2005,154,2.22476196289063,2.51128172874451,0.286519765853882
Circus spilonotus,2005,631,1.43180251121521,1.72757411003113,0.295771598815918
Cisticola exilis,2005,521,18.3237705230713,18.6709594726563,0.347188949584961
Cisticola juncidis,2005,1233,15.9261827468872,16.2807159423828,0.354533195495605
Clamator coromandus,2005,1069,16.5760765075684,16.9429740905762,0.366897583007813
Clanga clanga,2005,567,1.82915771007538,2.12879300117493,0.299635291099548
Columba oenas,2005,147,1.89062237739563,2.74930119514465,0.858678817749023
Copsychus saularis,2005,1011,16.2842559814453,16.6532096862793,0.368953704833984
Coracias garrulus,2005,83,1.71752464771271,2.63874888420105,0.921224236488342
Coturnicops exquisitus,2005,412,0.116188421845436,0.449537456035614,0.333349034190178
Crex crex,2005,149,1.68861591815948,2.40124917030334,0.71263325214386
Crossoptilon mantchuricum,2005,64,7.99328136444092,8.54285430908203,0.549572944641113
Curruca curruca,2005,961,4.71596050262451,5.22542142868042,0.509460926055908
Cyanistes cyanus,2005,658,0.813704073429108,1.24460899829865,0.430904924869537
Cyanoderma pyrrhops,2005,3,11.5056676864624,12.2533979415894,0.747730255126953
Cygnus cygnus,2005,538,1.97667515277863,2.45461082458496,0.477935671806335
Cygnus olor,2005,250,2.81658434867859,3.30429720878601,0.487712860107422
Cyornis glaucicomans,2005,344,15.2155599594116,15.4806709289551,0.265110969543457
Cyornis hainanus,2005,199,21.3823966979981,21.6369285583496,0.254531860351563
Cyornis rubeculoides,2005,42,16.7205429077148,17.3848304748535,0.664287567138672
Delichon dasypus,2005,1040,7.09097099304199,7.50277948379517,0.411808490753174
Dendrocitta formosae,2005,933,17.1049575805664,17.4659843444824,0.361026763916016
Dendrocopos hyperythrus,2005,413,8.27587223052979,8.97087383270264,0.695001602172852
Dendrocygna javanica,2005,684,18.0148448944092,18.3790874481201,0.364242553710938
Dicaeum cruentatum,2005,519,18.7793598175049,19.0682220458984,0.288862228393555
Dicaeum ignipectus,2005,1035,15.6106557846069,15.9860782623291,0.375422477722168
Dicaeum minullum,2005,835,14.767373085022,15.1522159576416,0.384842872619629
Dicrurus annectens,2005,164,19.7741985321045,20.420036315918,0.645837783813477
Dicrurus hottentottus,2005,1277,14.8924055099487,15.3085794448853,0.416173934936523
Dicrurus remifer,2005,201,17.4981899261475,18.2394161224365,0.741226196289063
Egretta eulophotes,2005,19,9.63973045349121,9.68527317047119,0.0455427169799805
Egretta garzetta,2005,1670,12.7392654418945,13.1832370758057,0.443971633911133
Elachura formosa,2005,245,15.8722858428955,16.4930171966553,0.620731353759766
Elanus caeruleus,2005,97,20.0274238586426,20.1064338684082,0.079010009765625
Emberiza buchanani,2005,164,0.845942556858063,1.27698981761932,0.431047260761261
Emberiza citrinella,2005,45,1.24440145492554,0.586697816848755,-0.657703638076782
Emberiza elegans,2005,1059,8.75524711608887,9.08785438537598,0.332607269287109
Emberiza godlewskii,2005,2040,4.47789907455444,5.00415802001953,0.526258945465088
Emberiza hortulana,2005,93,3.53125858306885,3.18927836418152,-0.341980218887329
Emberiza leucocephalos,2005,716,0.0190331656485796,0.450963079929352,0.431929914280772
Emberiza pallasi,2005,141,-2.66091752052307,-2.36025047302246,0.30066704750061
Emberiza pusilla,2005,208,2.53732514381409,2.84950065612793,0.312175512313843
Emberiza rustica,2005,3,-4.41251945495605,-5.34048652648926,-0.927967071533203
Emberiza siemsseni,2005,79,10.0293006896973,10.4669342041016,0.437633514404297
Emberiza yessoensis,2005,46,2.82388091087341,3.09087920188904,0.266998291015625
Enicurus leschenaulti,2005,1155,14.9616861343384,15.3565559387207,0.394869804382324
Enicurus maculatus,2005,490,17.4008846282959,17.8626079559326,0.461723327636719
Enicurus schistaceus,2005,598,17.1719207763672,17.4993057250977,0.327384948730469
Erpornis zantholeuca,2005,529,17.9002780914307,18.2671890258789,0.366910934448242
Erythrogenys hypoleucos,2005,50,19.9029903411865,20.2523460388184,0.349355697631836
Eudynamys scolopaceus,2005,1083,16.3084487915039,16.6863422393799,0.377893447875977
Eumyias thalassinus,2005,737,14.3080358505249,14.7435655593872,0.435529708862305
Falco cherrug,2005,2075,2.70873928070068,3.2510027885437,0.542263507843018
Falco severus,2005,359,17.7754745483398,18.3151187896729,0.539644241333008
Ficedula albicilla,2005,89,-2.38578534126282,-1.99580931663513,0.389976024627686
Ficedula elisae,2005,152,7.47436904907227,7.90553379058838,0.431164741516113
Ficedula erithacus,2005,610,7.43311548233032,8.06119918823242,0.6280837059021
Ficedula hyperythra,2005,472,16.0033531188965,16.4945392608643,0.491186141967773
Ficedula mugimaki,2005,678,2.3159077167511,2.58680582046509,0.270898103713989
Ficedula strophiata,2005,621,13.0205202102661,13.5003185272217,0.479798316955566
Ficedula superciliaris,2005,331,5.17182588577271,5.86051368713379,0.688687801361084
Ficedula tricolor,2005,560,11.7169189453125,12.2424535751343,0.525534629821777
Fringilla coelebs,2005,6,-3.64196300506592,-4.55686187744141,-0.914898872375488
Fringilla montifringilla,2005,23,-2.54210829734802,-3.37647795677185,-0.834369659423828
Galerida cristata,2005,1619,6.56866264343262,6.95953130722046,0.390868663787842
Gallicrex cinerea,2005,1658,13.8156538009644,14.1846237182617,0.368969917297363
Garrulax canorus,2005,757,17.0413055419922,17.3067588806152,0.265453338623047
Garrulax maesi,2005,302,17.0664443969727,17.2621841430664,0.19573974609375
Garrulax monileger,2005,463,19.1697063446045,19.4195594787598,0.249853134155273
Gavia arctica,2005,163,2.2326762676239,2.7053394317627,0.472663164138794
Gelochelidon nilotica,2005,554,7.68231201171875,8.19157123565674,0.509259223937988
Geokichla citrina,2005,505,17.6489105224609,18.0273494720459,0.378438949584961
Glaucidium cuculoides,2005,1012,16.7492389678955,17.1053848266602,0.356145858764648
Gorsachius melanolophus,2005,105,21.6351413726807,21.9431896209717,0.308048248291016
Gracupica nigricollis,2005,510,17.9595203399658,18.3187808990479,0.359260559082031
Grandala coelicolor,2005,621,0.189435198903084,0.786991059780121,0.597555860877037
Grus japonensis,2005,76,2.61315250396729,2.88766098022461,0.274508476257324
Grus monacha,2005,21,-0.20156466960907,0.380055397748947,0.581620067358017
Grus nigricollis,2005,407,-2.81143999099731,-2.21259045600891,0.598849534988403
Gypaetus barbatus,2005,1655,0.90612781047821,1.48869645595551,0.582568645477295
Gyps himalayensis,2005,1392,1.23260295391083,1.82788991928101,0.595286965370178
Halcyon coromanda,2005,131,9.25574684143066,9.63035678863525,0.37460994720459
Halcyon pileata,2005,1245,13.7531538009644,14.1831712722778,0.430017471313477
Halcyon smyrnensis,2005,182,21.6887283325195,21.8044414520264,0.115713119506836
Haliaeetus leucoryphus,2005,34,14.0554161071777,14.5736608505249,0.518244743347168
Harpactes wardi,2005,78,8.85727214813232,9.63094902038574,0.773676872253418
Helopsaltes certhiola,2005,1617,4.47727870941162,4.9085373878479,0.431258678436279
Helopsaltes pryeri,2005,166,6.73794746398926,7.07989645004273,0.341948986053467
Hemiprocne coronata,2005,103,16.7578430175781,17.6130561828613,0.855213165283203
Hemitesia pallidipes,2005,155,16.8176536560059,17.5995407104492,0.781887054443359
Hemixos castanonotus,2005,373,19.1924209594727,19.3293418884277,0.136920928955078
Heterophasia desgodinsi,2005,283,15.513069152832,16.0201740264893,0.507104873657227
Heteroxenicus stellatus,2005,104,10.5467109680176,11.3123874664307,0.765676498413086
Hieraaetus pennatus,2005,137,-1.33781504631042,-0.880067050457001,0.457747995853424
Hierococcyx nisicolor,2005,639,17.0438480377197,17.4658889770508,0.422040939331055
Hirundapus caudacutus,2005,1023,3.56975531578064,3.95921492576599,0.389459609985352
Hirundo rustica,2005,4116,6.53853988647461,6.99422073364258,0.455680847167969
Histrionicus histrionicus,2005,83,2.51139283180237,2.78458786010742,0.273195028305054
Hydrocoloeus minutus,2005,48,8.87618541717529,9.34154319763184,0.465357780456543
Hydrophasianus chirurgus,2005,865,17.0730152130127,17.4339408874512,0.360925674438477
Hydroprogne caspia,2005,298,13.7203493118286,14.0119028091431,0.291553497314453
Hypothymis azurea,2005,513,17.3541965484619,17.7963829040527,0.44218635559082
Hypsipetes leucocephalus,2005,1126,15.1517972946167,15.5506734848022,0.398876190185547
Ianthocincla lunulata,2005,135,10.4669580459595,10.9957075119019,0.528749465942383
Ibidorhyncha struthersii,2005,1706,2.63580417633057,3.20052289962769,0.564718723297119
Ictinaetus malaiensis,2005,101,17.802188873291,17.9793834686279,0.177194595336914
Iduna caligata,2005,61,2.13780975341797,1.69473803043365,-0.443071722984314
Indicator xanthonotus,2005,48,12.2993488311768,13.0029735565186,0.703624725341797
Ixobrychus cinnamomeus,2005,1390,15.337140083313,15.7165040969849,0.379364013671875
Ixobrychus eurhythmus,2005,1430,9.70042896270752,10.0160274505615,0.315598487854004
Ixobrychus minutus,2005,183,3.59522795677185,4.19361972808838,0.598391771316528
Ixos mcclellandii,2005,697,17.6051921844482,17.9395275115967,0.334335327148438
Ketupa flavipes,2005,920,17.0898551940918,17.391393661499,0.301538467407227
Lalage melaschistos,2005,1331,14.7237720489502,15.1478080749512,0.424036026000977
Lanius borealis,2005,248,1.18080830574036,1.50732898712158,0.326520681381226
Lanius collurioides,2005,302,18.6856880187988,19.1463642120361,0.460676193237305
Lanius isabellinus,2005,1437,4.29488563537598,4.76905345916748,0.474167823791504
Lanius schach,2005,1339,14.2475595474243,14.6650981903076,0.417538642883301
Lanius sphenocercus,2005,817,3.8520245552063,4.22338199615479,0.371357440948486
Lanius tephronotus,2005,638,4.51975870132446,5.12275886535645,0.603000164031982
Larus crassirostris,2005,78,15.5089054107666,15.6943483352661,0.185442924499512
Larvivora brunnea,2005,325,6.83418989181519,7.45347166061401,0.619281768798828
Larvivora cyane,2005,504,1.02699601650238,1.29812526702881,0.271129250526428
Leptopoecile elegans,2005,464,1.16251695156097,1.73673784732819,0.574220895767212
Leptoptilos javanicus,2005,193,17.0435619354248,17.8323802947998,0.788818359375
Limnodromus semipalmatus,2005,293,0.636016726493835,0.921851336956024,0.285834610462189
Limosa limosa,2005,390,1.07777690887451,1.36053085327148,0.282753944396973
Linaria cannabina,2005,164,3.81024098396301,3.9769868850708,0.166745901107788
Locustella davidi,2005,377,1.02113199234009,1.31442821025848,0.293296217918396
Locustella mandelli,2005,546,16.9194431304932,17.2603034973145,0.340860366821289
Lonchura striata,2005,766,18.0601272583008,18.3231811523438,0.263053894042969
Lophotriorchis kienerii,2005,55,21.8129367828369,22.2873268127441,0.474390029907227
Lophura leucomelanos,2005,150,10.5427417755127,11.3190126419067,0.776270866394043
Lophura nycthemera,2005,260,18.5232791900635,19.0518226623535,0.528543472290039
Loxia curvirostra,2005,1375,1.54966580867767,1.97717726230621,0.42751145362854
Macropygia unchall,2005,594,16.1906127929688,16.5913848876953,0.400772094726563
Mareca falcata,2005,366,-0.290807813405991,0.0605305396020412,0.351338353008032
Megaceryle lugubris,2005,1428,15.1732769012451,15.5618495941162,0.388572692871094
Melanitta fusca,2005,7,0.868973076343536,-0.14972135424614,-1.01869443058968
Melanitta stejnegeri,2005,45,-4.25272130966187,-3.68198466300964,0.570736646652222
Melanochlora sultanea,2005,155,18.2084312438965,18.7435512542725,0.535120010375977
Mergus serrator,2005,251,1.3321053981781,1.62822639942169,0.296121001243591
Merops philippinus,2005,293,18.3080310821533,18.9597415924072,0.651710510253906
Mixornis gularis,2005,159,16.6837577819824,17.6173191070557,0.933561325073242
Monticola gularis,2005,646,2.43376898765564,2.72665214538574,0.292883157730103
Monticola rufiventris,2005,869,15.3018579483032,15.7004480361938,0.398590087890625
Monticola solitarius,2005,2043,10.853741645813,11.2404594421387,0.386717796325684
Motacilla citreola,2005,2159,2.20297122001648,2.74171376228333,0.538742542266846
Moupinia poecilotis,2005,145,6.02350807189941,6.61190176010132,0.588393688201904
Muscicapa dauurica,2005,671,1.70671880245209,1.98030662536621,0.273587822914124
Muscicapa ferruginea,2005,600,12.596305847168,13.1231718063355,0.526865959167481
Muscicapa muttui,2005,305,16.68186378479,16.9998874664307,0.318023681640625
Mycerobas affinis,2005,417,4.74256801605225,5.41841077804565,0.675842761993408
Mycerobas carnipes,2005,1012,2.43280649185181,3.06648850440979,0.633682012557983
Myiomela leucura,2005,672,15.003249168396,15.4488887786865,0.445639610290527
Myophonus caeruleus,2005,1550,12.4764938354492,12.9336938858032,0.457200050354004
Netta rufina,2005,395,4.57272863388062,4.89053869247437,0.31781005859375
Niltava davidi,2005,684,16.3860206604004,16.729793548584,0.343772888183594
Niltava grandis,2005,139,15.5507926940918,16.3987922668457,0.847999572753906
Niltava macgrigoriae,2005,278,17.1179103851318,17.7496509552002,0.631740570068359
Niltava sundara,2005,761,11.4049816131592,11.9095640182495,0.504582405090332
Ninox japonica,2005,1327,11.1691026687622,11.4912242889404,0.322121620178223
Nipponia nippon,2005,3,13.224778175354,13.6819839477539,0.457205772399902
Nisaetus nipalensis,2005,501,16.0050029754639,16.5082378387451,0.50323486328125
Numenius madagascariensis,2005,197,0.840074002742767,1.17350137233734,0.333427369594574
Nycticorax nycticorax,2005,1539,14.4904012680054,14.8587818145752,0.368380546569824
Oenanthe deserti,2005,1737,2.79329204559326,3.34252953529358,0.549237489700317
Oenanthe oenanthe,2005,1019,4.16478967666626,4.5949296951294,0.430140018463135
Onychoprion anaethetus,2005,31,20.9556827545166,21.1910877227783,0.235404968261719
Oriolus oriolus,2005,192,3.03185987472534,3.30341219902039,0.271552324295044
Otus lettia,2005,878,17.5054512023926,17.8322601318359,0.326808929443359
Otus semitorques,2005,542,7.6100811958313,7.92369651794434,0.313615322113037
Otus spilocephalus,2005,561,16.5144157409668,16.9073047637939,0.392889022827148
Oxyura leucocephala,2005,149,5.72699737548828,6.53261613845825,0.805618762969971
Panurus biarmicus,2005,1831,4.12009954452515,4.57922172546387,0.459122180938721
Paradoxornis guttaticollis,2005,448,16.6616554260254,17.0231952667236,0.361539840698242
Paradoxornis heudei,2005,323,12.1314287185669,12.4958229064941,0.364394187927246
Parayuhina diademata,2005,471,13.0819683074951,13.6298408508301,0.547872543334961
Pardaliparus venustulus,2005,704,13.5442533493042,13.8820114135742,0.33775806427002
Parus monticolus,2005,628,12.7628221511841,13.2275485992432,0.464726448059082
Passer cinnamomeus,2005,1562,12.8010911941528,13.2531881332397,0.452096939086914
Passer domesticus,2005,750,0.82120680809021,1.23895514011383,0.417748332023621
Passer hispaniolensis,2005,153,4.25698804855347,4.87453365325928,0.617545604705811
Pelecanus crispus,2005,151,0.737479865550995,1.08394730091095,0.346467435359955
Pellorneum tickelli,2005,96,18.7574138641357,19.5104084014893,0.752994537353516
Perdix hodgsoniae,2005,460,-1.68631982803345,-1.05852127075195,0.627798557281494
Pericrocotus cantonensis,2005,816,16.4538898468018,16.7341232299805,0.280233383178711
Pericrocotus divaricatus,2005,132,2.67148590087891,2.89461302757263,0.223127126693726
Pericrocotus ethologus,2005,1120,10.0661602020264,10.5876207351685,0.52146053314209
Pericrocotus solaris,2005,630,17.9055347442627,18.2496738433838,0.344139099121094
Periparus rubidiventris,2005,406,1.0057018995285,1.62022387981415,0.614521980285645
Pernis ptilorhynchus,2005,832,3.53393316268921,3.91881489753723,0.384881734848022
Phasianus colchicus,2005,2329,8.38204383850098,8.71964073181152,0.337596893310547
Phoenicurus erythronotus,2005,302,4.4462628364563,4.95897150039673,0.51270866394043
Phoenicurus frontalis,2005,923,4.79591703414917,5.34388637542725,0.547969341278076
Phoenicurus leucocephalus,2005,1426,7.7376446723938,8.26848030090332,0.530835628509522
Phoenicurus ochruros,2005,2263,3.26384401321411,3.83515954017639,0.57131552696228
Phoenicurus schisticeps,2005,406,3.07463383674622,3.69855880737305,0.623924970626831
Phylloscopus affinis,2005,666,5.29091310501099,5.8490514755249,0.558138370513916
Phylloscopus burkii,2005,33,2.90200233459473,3.50764060020447,0.605638265609741
Phylloscopus cantator,2005,105,15.6603422164917,16.4007148742676,0.740372657775879
Phylloscopus castaniceps,2005,632,16.0546073913574,16.4653034210205,0.410696029663086
Phylloscopus claudiae,2005,522,9.88924694061279,10.3286485671997,0.439401626586914
Phylloscopus coronatus,2005,414,6.72929191589356,7.00477743148804,0.275485515594482
Phylloscopus emeiensis,2005,22,12.370792388916,12.7371778488159,0.366385459899902
Phylloscopus intermedius,2005,134,14.0922756195068,14.4171295166016,0.324853897094727
Phylloscopus magnirostris,2005,214,6.5604043006897,7.16882848739624,0.608424186706543
Phylloscopus ogilviegranti,2005,381,17.7375507354736,18.1163005828857,0.378749847412109
Phylloscopus omeiensis,2005,138,10.2660341262817,10.6803998947144,0.414365768432617
Phylloscopus pulcher,2005,413,7.9857611656189,8.66066932678223,0.67490816116333
Phylloscopus ricketti,2005,676,15.3157758712769,15.6279926300049,0.312216758728027
Phylloscopus soror,2005,245,13.625864982605,13.9398698806763,0.314004898071289
Phylloscopus subaffinis,2005,1013,11.5190992355347,11.9205360412598,0.401436805725098
Phylloscopus tenellipes,2005,259,4.56703424453735,4.70237493515015,0.135340690612793
Phylloscopus tephrocephalus,2005,281,12.0046453475952,12.558723449707,0.554078102111816
Phylloscopus yunnanensis,2005,215,8.02978324890137,8.48361110687256,0.453827857971191
Picumnus innominatus,2005,1093,15.3501920700073,15.7429428100586,0.39275074005127
Picus chlorolophus,2005,236,18.3902645111084,18.9409408569336,0.550676345825195
Pitta nympha,2005,314,17.3351917266846,17.6247596740723,0.289567947387695
Platalea minor,2005,6,9.52713203430176,9.5407772064209,0.0136451721191406
Pnoepyga immaculata,2005,5,5.88570213317871,6.59186172485352,0.706159591674805
Podiceps auritus,2005,229,0.136366680264473,0.80234158039093,0.665974900126457
Podiceps grisegena,2005,136,1.74304449558258,2.18576765060425,0.442723155021668
Podiceps nigricollis,2005,481,3.37681865692139,3.70380711555481,0.326988458633423
Podoces biddulphi,2005,276,11.4326000213623,12.1264028549194,0.693802833557129
Pomatorhinus schisticeps,2005,30,17.0419483184814,17.6344356536865,0.592487335205078
Pomatorhinus superciliaris,2005,107,15.5741310119629,16.3137378692627,0.739606857299805
Prinia atrogularis,2005,41,13.7463512420654,14.3818054199219,0.635454177856445
Prinia flaviventris,2005,82,19.0294494628906,19.9031181335449,0.873668670654297
Prinia inornata,2005,815,17.7829418182373,18.0516166687012,0.268674850463867
Prunella collaris,2005,2078,0.881721675395966,1.39722955226898,0.515507876873016
Prunella himalayana,2005,208,-0.780707001686096,-0.206392109394073,0.574314892292023
Prunella immaculata,2005,328,2.3754723072052,3.01606011390686,0.64058780670166
Prunella montanella,2005,35,-4.01745891571045,-3.68020415306091,0.337254762649536
Prunella strophiata,2005,581,4.8185076713562,5.40012693405151,0.581619262695313
Psarisomus dalhousiae,2005,108,17.168399810791,17.9819355010986,0.813535690307617
Pseudopodoces humilis,2005,999,-2.24323654174805,-1.6070522069931,0.636184334754944
Psilopogon faber,2005,43,19.2454166412354,19.2976665496826,0.0522499084472656
Psilopogon virens,2005,727,16.4328498840332,16.835901260376,0.403051376342773
Pterorhinus berthemyi,2005,335,15.9220361709595,16.1435642242432,0.221528053283691
Pterorhinus lanceolatus,2005,830,14.0311040878296,14.4266452789307,0.395541191101074
Pterorhinus pectoralis,2005,584,16.4923286437988,16.7837715148926,0.29144287109375
Pterorhinus sannio,2005,723,16.5131092071533,16.8735065460205,0.360397338867188
Pteruthius rufiventer,2005,90,13.7090368270874,14.4701471328735,0.761110305786133
Pteruthius xanthochlorus,2005,307,10.3232049942017,10.9697828292847,0.646577835083008
Ptyonoprogne rupestris,2005,1954,5.37436962127686,5.92517232894898,0.550802707672119
Pycnonotus aurigaster,2005,572,17.6714363098145,18.0371742248535,0.365737915039063
Pycnonotus jocosus,2005,415,18.2223873138428,18.6877784729004,0.465391159057617
Pycnonotus sinensis,2005,1342,15.0544948577881,15.3907051086426,0.336210250854492
Pycnonotus xanthorrhous,2005,700,14.8906507492065,15.3451662063599,0.45451545715332
Pyrrhula erythaca,2005,897,8.99915409088135,9.52386093139648,0.524706840515137
Pyrrhula nipalensis,2005,747,14.819185256958,15.2373895645142,0.418204307556152
Rallina eurizonoides,2005,152,20.1719455718994,20.7481250762939,0.576179504394531
Rallus aquaticus,2005,1224,2.42764139175415,3.06198525428772,0.634343862533569
Recurvirostra avosetta,2005,698,1.33939504623413,1.67384004592896,0.334444999694824
Regulus regulus,2005,930,7.1307168006897,7.58649826049805,0.45578145980835
Remiz consobrinus,2005,558,3.35002541542053,3.64100670814514,0.290981292724609
Remiz coronatus,2005,191,2.46915340423584,2.76152896881104,0.292375564575195
Rhodospiza obsoleta,2005,720,5.24223470687866,5.75922870635986,0.516993999481201
Riparia riparia,2005,784,2.64866471290588,2.97124981880188,0.322585105895996
Rubigula flaviventris,2005,174,18.7557125091553,19.4527320861816,0.697019577026367
Sasia ochracea,2005,132,19.0419464111328,19.6768283843994,0.634881973266602
Saxicola ferreus,2005,1085,14.6986656188965,15.1126222610474,0.413956642150879
Sitta cinnamoventris,2005,123,17.082124710083,17.9588432312012,0.876718521118164
Sitta formosa,2005,141,15.951807975769,16.8254070281982,0.873599052429199
Sitta villosa,2005,798,6.09239196777344,6.50506114959717,0.41266918182373
Sittiparus varius,2005,82,5.76430416107178,5.8214898109436,0.0571856498718262
Spilopelia chinensis,2005,1413,14.8436107635498,15.2485237121582,0.404912948608398
Spilopelia senegalensis,2005,168,3.82531929016113,4.63473081588745,0.809411525726318
Spilornis cheela,2005,652,17.436824798584,17.8385486602783,0.401723861694336
Spinus spinus,2005,295,-0.596706986427307,-0.220206439495087,0.37650054693222
Spizixos semitorques,2005,944,16.026798248291,16.3252506256104,0.298452377319336
Spodiopsar cineraceus,2005,1439,4.32776212692261,4.71560859680176,0.38784646987915
Spodiopsar sericeus,2005,692,17.4629497528076,17.6906414031982,0.227691650390625
Stachyris humei,2005,39,13.5445995330811,14.1354598999023,0.590860366821289
Staphida torqueola,2005,740,17.3425159454346,17.6346225738525,0.292106628417969
Streptopelia decaocto,2005,1819,7.51734828948975,8.02688694000244,0.509538650512695
Sturnia sinensis,2005,305,19.1309833526611,19.2344455718994,0.103462219238281
Sturnus vulgaris,2005,253,4.91895532608032,5.38084554672241,0.46189022064209
Suthora fulvifrons,2005,136,9.14953327178955,9.75373840332031,0.604205131530762
Syrmaticus humiae,2005,108,16.9307231903076,17.8618240356445,0.931100845336914
Syrmaticus reevesii,2005,256,14.2624092102051,14.5280284881592,0.265619277954102
Syrrhaptes paradoxus,2005,1270,4.20923328399658,4.55734872817993,0.34811544418335
Tarsiger chrysaeus,2005,217,7.12873888015747,7.82549381256104,0.696754932403565
Tarsiger indicus,2005,276,9.35574531555176,10.122389793396,0.766644477844238
Temnurus temnurus,2005,38,23.8245315551758,24.1138572692871,0.289325714111328
Tephrodornis virgatus,2005,421,19.5108184814453,19.6627750396729,0.151956558227539
Thalasseus bergii,2005,240,22.2157859802246,22.3517875671387,0.136001586914063
Timalia pileata,2005,263,19.225227355957,19.5650405883789,0.339813232421875
Tragopan caboti,2005,186,18.5082702636719,18.5914745330811,0.0832042694091797
Tragopan temminckii,2005,529,12.6361389160156,13.0705966949463,0.434457778930664
Treron curvirostra,2005,162,18.7455444335938,19.503568649292,0.758024215698242
Treron sieboldii,2005,645,17.8530445098877,18.0883388519287,0.235294342041016
Treron sphenurus,2005,294,14.4787168502808,15.2183227539063,0.739605903625488
Turdus boulboul,2005,220,17.376407623291,18.0482959747314,0.67188835144043
Turdus cardis,2005,169,15.0351343154907,15.3749532699585,0.339818954467773
Turdus feae,2005,117,7.37936782836914,7.83915042877197,0.459782600402832
Turdus mandarinus,2005,1032,14.7816362380981,15.1299724578857,0.348336219787598
Turdus pilaris,2005,220,-1.74795424938202,-1.54235363006592,0.205600619316101
Turdus rubrocanus,2005,541,5.81288194656372,6.33196449279785,0.519082546234131
Turdus ruficollis,2005,159,2.9576096534729,3.5471830368042,0.589573383331299
Turdus viscivorus,2005,422,4.64524841308594,5.04673433303833,0.401485919952393
Turnix suscitator,2005,455,17.9373970031738,18.4393463134766,0.501949310302734
Tyto longimembris,2005,685,17.7860012054443,18.0436000823975,0.257598876953125
Urile pelagicus,2005,10,10.4286890029907,10.47580909729,0.0471200942993164
Urosphena squameiceps,2005,112,3.62927651405334,3.73258280754089,0.103306293487549
Vanellus cinereus,2005,279,3.7433602809906,4.02955007553101,0.286189794540405
Vanellus indicus,2005,87,17.6243762969971,18.5964813232422,0.972105026245117
Vanellus vanellus,2005,1111,2.88630080223084,3.21565890312195,0.329358100891113
Yuhina nigrimenta,2005,669,15.0526151657105,15.4495048522949,0.396889686584473
Zoothera dixoni,2005,349,11.1787948608398,11.9409580230713,0.762163162231445
Zoothera mollissima,2005,155,2.83340001106262,3.47802305221558,0.644623041152954
Zoothera monticola,2005,41,12.9189081192017,13.4593734741211,0.540465354919434
Zosterops erythropleurus,2005,328,4.62363433837891,4.79195976257324,0.168325424194336
Abroscopus albogularis,2006,562,17.4008522033691,18.044132232666,0.643280029296875
Accipiter gularis,2006,697,2.65403866767883,2.94559812545776,0.291559457778931
Accipiter soloensis,2006,942,14.6539878845215,15.3200426101685,0.666054725646973
Accipiter trivirgatus,2006,174,20.6737785339356,21.4038524627686,0.730073928833008
Accipiter virgatus,2006,846,15.1853485107422,15.9114189147949,0.726070404052734
Acridotheres cristatellus,2006,1081,16.3418083190918,17.1689281463623,0.827119827270508
Acridotheres tristis,2006,284,13.0754556655884,14.1206998825073,1.04524421691895
Acrocephalus agricola,2006,581,6.84485864639282,8.11877346038818,1.27391481399536
Acrocephalus bistrigiceps,2006,1280,6.68613195419312,7.34211874008179,0.655986785888672
Acrocephalus concinens,2006,766,13.3816928863525,14.4592809677124,1.07758808135986
Acrocephalus orientalis,2006,1446,7.09092283248901,7.78198528289795,0.691062450408936
Acrocephalus tangorum,2006,171,4.11876344680786,4.48675155639648,0.367988109588623
Aegithalos bonvaloti,2006,106,7.6470046043396,8.55929470062256,0.912290096282959
Aegithalos caudatus,2006,754,2.25801730155945,2.59148454666138,0.333467245101929
Aegithalos concinnus,2006,953,15.9409122467041,16.7917003631592,0.850788116455078
Aegithalos fuliginosus,2006,138,9.91040992736816,10.8384895324707,0.928079605102539
Aerodramus brevirostris,2006,603,13.6866846084595,14.4999570846558,0.813272476196289
Aethopyga christinae,2006,23,24.3484706878662,25.0573062896729,0.708835601806641
Aethopyga gouldiae,2006,956,11.0757522583008,11.9307851791382,0.855032920837402
Agropsar sturninus,2006,1131,4.8556547164917,5.52375555038452,0.668100833892822
Aix galericulata,2006,422,3.75636386871338,4.06384754180908,0.307483673095703
Alauda gulgula,2006,1994,9.42479801177979,10.3821382522583,0.957340240478516
Alaudala cheleensis,2006,2390,5.02381753921509,6.092933177948,1.06911563873291
Alcedo hercules,2006,141,19.7236499786377,20.4657325744629,0.742082595825195
Alcippe morrisonia,2006,975,16.4001846313477,17.1904239654541,0.790239334106445
Amaurornis phoenicurus,2006,1130,16.0147972106934,16.8479499816895,0.833152770996094
Anastomus oscitans,2006,315,16.1227264404297,16.9077587127686,0.785032272338867
