species,year,n_cells,baseline,annual_temp,temp_native_anom
Ictinaetus malaiensis,2002,101,17.802188873291,18.3107471466064,0.50855827331543
Iduna caligata,2002,61,2.13780975341797,3.51837658882141,1.38056683540344
Indicator xanthonotus,2002,48,12.2993488311768,12.6747999191284,0.37545108795166
Ixobrychus cinnamomeus,2002,1390,15.337140083313,16.0843048095703,0.747164726257324
Ixobrychus eurhythmus,2002,1430,9.70042896270752,10.5871744155884,0.886745452880859
Ixobrychus minutus,2002,183,3.59522795677185,4.93891048431397,1.34368252754211
Ixos mcclellandii,2002,697,17.6051921844482,18.1789073944092,0.573715209960938
Ketupa flavipes,2002,920,17.0898551940918,17.7745018005371,0.684646606445313
Lalage melaschistos,2002,1331,14.7237720489502,15.4371671676636,0.713395118713379
Lanius borealis,2002,248,1.18080830574036,2.49670648574829,1.31589818000793
Lanius collurioides,2002,302,18.6856880187988,19.2367401123047,0.551052093505859
Lanius isabellinus,2002,1437,4.29488563537598,5.31704664230347,1.02216100692749
Lanius schach,2002,1339,14.2475595474243,14.8929471969605,0.645387649536133
Lanius sphenocercus,2002,817,3.8520245552063,4.88053321838379,1.02850866317749
Lanius tephronotus,2002,638,4.51975870132446,5.03410530090332,0.514346599578857
Larus crassirostris,2002,78,15.5089054107666,16.2662906646729,0.75738525390625
Larvivora brunnea,2002,325,6.83418989181519,7.36420869827271,0.53001880645752
Larvivora cyane,2002,504,1.02699601650238,1.9986869096756,0.971690893173218
Leptopoecile elegans,2002,464,1.16251695156097,1.67943203449249,0.516915082931519
Leptoptilos javanicus,2002,193,17.0435619354248,17.6160163879395,0.572454452514648
Limnodromus semipalmatus,2002,293,0.636016726493835,1.66129994392395,1.02528321743011
Limosa limosa,2002,390,1.07777690887451,2.28744244575501,1.20966553688049
Linaria cannabina,2002,164,3.81024098396301,5.21156454086304,1.40132355690002
Locustella davidi,2002,377,1.02113199234009,2.0199761390686,0.998844146728516
Locustella mandelli,2002,546,16.9194431304932,17.4675827026367,0.548139572143555
Lonchura striata,2002,766,18.0601272583008,18.6696662902832,0.609539031982422
Lophotriorchis kienerii,2002,55,21.8129367828369,22.3552494049072,0.542312622070313
Lophura leucomelanos,2002,150,10.5427417755127,10.9573221206665,0.414580345153809
Lophura nycthemera,2002,260,18.5232791900635,19.0933418273926,0.570062637329102
Loxia curvirostra,2002,1375,1.54966580867767,2.3485472202301,0.798881411552429
Macropygia unchall,2002,594,16.1906127929688,16.7420349121094,0.551422119140625
Mareca falcata,2002,366,-0.290807813405991,0.726264417171478,1.01707223057747
Megaceryle lugubris,2002,1428,15.1732769012451,15.909854888916,0.736577987670898
Melanitta fusca,2002,7,0.868973076343536,2.17023706436157,1.30126398801804
Melanitta stejnegeri,2002,45,-4.25272130966187,-3.05403661727905,1.19868469238281
Melanochlora sultanea,2002,155,18.2084312438965,18.7080898284912,0.499658584594727
Mergus serrator,2002,251,1.3321053981781,2.20575666427612,0.873651266098023
Merops philippinus,2002,293,18.3080310821533,18.905122756958,0.597091674804688
Mixornis gularis,2002,159,16.6837577819824,17.2769317626953,0.593173980712891
Monticola gularis,2002,646,2.43376898765564,3.43146204948425,0.997693061828613
Monticola rufiventris,2002,869,15.3018579483032,15.9068937301636,0.605035781860352
Monticola solitarius,2002,2043,10.853741645813,11.5896158218384,0.735874176025391
Motacilla citreola,2002,2159,2.20297122001648,2.99709224700928,0.794121026992798
Moupinia poecilotis,2002,145,6.02350807189941,6.57422733306885,0.550719261169434
Muscicapa dauurica,2002,671,1.70671880245209,2.7166543006897,1.00993549823761
Muscicapa ferruginea,2002,600,12.596305847168,13.1929531097412,0.596647262573242
Muscicapa muttui,2002,305,16.68186378479,17.2174510955811,0.535587310791016
Mycerobas affinis,2002,417,4.74256801605225,5.16346883773804,0.420900821685791
Mycerobas carnipes,2002,1012,2.43280649185181,3.11386489868164,0.681058406829834
Myiomela leucura,2002,672,15.003249168396,15.5882148742676,0.584965705871582
Myophonus caeruleus,2002,1550,12.4764938354492,13.1926288604736,0.716135025024414
Netta rufina,2002,395,4.57272863388062,5.86813926696777,1.29541063308716
Niltava davidi,2002,684,16.3860206604004,16.9477787017822,0.561758041381836
Niltava grandis,2002,139,15.5507926940918,16.0512924194336,0.500499725341797
Niltava macgrigoriae,2002,278,17.1179103851318,17.6442279815674,0.526317596435547
Niltava sundara,2002,761,11.4049816131592,11.9424591064453,0.537477493286133
Ninox japonica,2002,1327,11.1691026687622,12.0397958755493,0.870693206787109
Nipponia nippon,2002,3,13.224778175354,14.1037950515747,0.879016876220703
Nisaetus nipalensis,2002,501,16.0050029754639,16.5754356384277,0.570432662963867
Numenius madagascariensis,2002,197,0.840074002742767,1.71383047103882,0.873756468296051
Nycticorax nycticorax,2002,1539,14.4904012680054,15.2542991638184,0.763897895812988
Oenanthe deserti,2002,1737,2.79329204559326,3.69827389717102,0.904981851577759
Oenanthe oenanthe,2002,1019,4.16478967666626,5.36202621459961,1.19723653793335
Onychoprion anaethetus,2002,31,20.9556827545166,21.639762878418,0.684080123901367
Oriolus oriolus,2002,192,3.03185987472534,4.42200613021851,1.39014625549316
Otus lettia,2002,878,17.5054512023926,18.1304130554199,0.624961853027344
Otus semitorques,2002,542,7.6100811958313,8.55950832366943,0.949427127838135
Otus spilocephalus,2002,561,16.5144157409668,17.0648670196533,0.550451278686523
Oxyura leucocephala,2002,149,5.72699737548828,7.04242420196533,1.31542682647705
Panurus biarmicus,2002,1831,4.12009954452515,5.1635537147522,1.04345417022705
Paradoxornis guttaticollis,2002,448,16.6616554260254,17.2334365844727,0.571781158447266
Paradoxornis heudei,2002,323,12.1314287185669,13.0492115020752,0.917782783508301
Parayuhina diademata,2002,471,13.0819683074951,13.7003936767578,0.618425369262695
Pardaliparus venustulus,2002,704,13.5442533493042,14.3227224349976,0.778469085693359
Parus monticolus,2002,628,12.7628221511841,13.4185085296631,0.655686378479004
Passer cinnamomeus,2002,1562,12.8010911941528,13.5330982208252,0.732007026672363
Passer domesticus,2002,750,0.82120680809021,1.96872663497925,1.14751982688904
Passer hispaniolensis,2002,153,4.25698804855347,5.63479375839233,1.37780570983887
Pelecanus crispus,2002,151,0.737479865550995,1.79171597957611,1.05423611402512
Pellorneum tickelli,2002,96,18.7574138641357,19.2710304260254,0.513616561889648
Perdix hodgsoniae,2002,460,-1.68631982803345,-1.33328199386597,0.35303783416748
Pericrocotus cantonensis,2002,816,16.4538898468018,17.1044006347656,0.650510787963867
Pericrocotus divaricatus,2002,132,2.67148590087891,3.36221575737,0.690729856491089
Pericrocotus ethologus,2002,1120,10.0661602020264,10.7398719787598,0.673711776733398
Pericrocotus solaris,2002,630,17.9055347442627,18.4676113128662,0.562076568603516
Periparus rubidiventris,2002,406,1.0057018995285,1.40692567825317,0.40122377872467
Pernis ptilorhynchus,2002,832,3.53393316268921,4.40454053878784,0.870607376098633
Phasianus colchicus,2002,2329,8.38204383850098,9.23446369171143,0.852419853210449
Phoenicurus erythronotus,2002,302,4.4462628364563,5.76046180725098,1.31419897079468
Phoenicurus frontalis,2002,923,4.79591703414917,5.31231832504273,0.516401290893555
Phoenicurus leucocephalus,2002,1426,7.7376446723938,8.37740802764893,0.639763355255127
Phoenicurus ochruros,2002,2263,3.26384401321411,4.09452676773071,0.830682754516602
Phoenicurus schisticeps,2002,406,3.07463383674622,3.508948802948,0.434314966201782
Phylloscopus affinis,2002,666,5.29091310501099,5.77742671966553,0.486513614654541
Phylloscopus burkii,2002,33,2.90200233459473,3.17791128158569,0.275908946990967
Phylloscopus cantator,2002,105,15.6603422164917,16.0817260742188,0.421383857727051
Phylloscopus castaniceps,2002,632,16.0546073913574,16.623950958252,0.569343566894531
Phylloscopus claudiae,2002,522,9.88924694061279,10.7674570083618,0.878210067749023
Phylloscopus coronatus,2002,414,6.72929191589356,7.53456020355225,0.805268287658691
Phylloscopus emeiensis,2002,22,12.370792388916,12.9263143539429,0.555521965026856
Phylloscopus intermedius,2002,134,14.0922756195068,14.5594100952148,0.467134475708008
Phylloscopus magnirostris,2002,214,6.5604043006897,7.08368873596191,0.523284435272217
Phylloscopus ogilviegranti,2002,381,17.7375507354736,18.3382949829102,0.600744247436523
Phylloscopus omeiensis,2002,138,10.2660341262817,10.9202527999878,0.654218673706055
Phylloscopus pulcher,2002,413,7.9857611656189,8.51887702941895,0.533115863800049
Phylloscopus ricketti,2002,676,15.3157758712769,15.9764719009399,0.660696029663086
Phylloscopus soror,2002,245,13.625864982605,14.3029098510742,0.677044868469238
Phylloscopus subaffinis,2002,1013,11.5190992355347,12.1415185928345,0.622419357299805
Phylloscopus tenellipes,2002,259,4.56703424453735,5.38516473770142,0.818130493164063
Phylloscopus tephrocephalus,2002,281,12.0046453475952,12.6885023117065,0.683856964111328
Phylloscopus yunnanensis,2002,215,8.02978324890137,8.96785640716553,0.93807315826416
Picumnus innominatus,2002,1093,15.3501920700073,15.9725341796875,0.622342109680176
Picus chlorolophus,2002,236,18.3902645111084,18.9217739105225,0.531509399414063
Pitta nympha,2002,314,17.3351917266846,18.0755443572998,0.740352630615234
Platalea minor,2002,6,9.52713203430176,10.3317966461182,0.804664611816406
Pnoepyga immaculata,2002,5,5.88570213317871,6.37902116775513,0.493319034576416
Podiceps auritus,2002,229,0.136366680264473,1.43351745605469,1.29715077579021
Podiceps grisegena,2002,136,1.74304449558258,2.66488361358643,0.921839118003845
Podiceps nigricollis,2002,481,3.37681865692139,4.43585395812988,1.0590353012085
Podoces biddulphi,2002,276,11.4326000213623,12.4901294708252,1.05752944946289
Pomatorhinus schisticeps,2002,30,17.0419483184814,17.3488235473633,0.306875228881836
Pomatorhinus superciliaris,2002,107,15.5741310119629,15.9916944503784,0.417563438415527
Prinia atrogularis,2002,41,13.7463512420654,14.0772342681885,0.330883026123047
Prinia flaviventris,2002,82,19.0294494628906,19.5655555725098,0.536106109619141
Prinia inornata,2002,815,17.7829418182373,18.3998508453369,0.616909027099609
Prunella collaris,2002,2078,0.881721675395966,1.66888451576233,0.787162840366364
Prunella himalayana,2002,208,-0.780707001686096,0.491687327623367,1.27239432930946
Prunella immaculata,2002,328,2.3754723072052,2.77941060066223,0.403938293457031
Prunella montanella,2002,35,-4.01745891571045,-2.74672675132751,1.27073216438293
Prunella strophiata,2002,581,4.8185076713562,5.35794019699097,0.539432525634766
Psarisomus dalhousiae,2002,108,17.168399810791,17.6593647003174,0.490964889526367
Pseudopodoces humilis,2002,999,-2.24323654174805,-1.74204552173615,0.501191020011902
Psilopogon faber,2002,43,19.2454166412354,19.7391452789307,0.493728637695313
Psilopogon virens,2002,727,16.4328498840332,17.0050392150879,0.572189331054688
Pterorhinus berthemyi,2002,335,15.9220361709595,16.5233135223389,0.601277351379395
Pterorhinus lanceolatus,2002,830,14.0311040878296,14.6218004226685,0.590696334838867
Pterorhinus pectoralis,2002,584,16.4923286437988,17.1461067199707,0.653778076171875
Pterorhinus sannio,2002,723,16.5131092071533,17.1297779083252,0.616668701171875
Pteruthius rufiventer,2002,90,13.7090368270874,14.1434545516968,0.434417724609375
Pteruthius xanthochlorus,2002,307,10.3232049942017,10.9070730209351,0.583868026733398
Ptyonoprogne rupestris,2002,1954,5.37436962127686,6.25027799606323,0.875908374786377
Pycnonotus aurigaster,2002,572,17.6714363098145,18.2447185516357,0.573282241821289
Pycnonotus jocosus,2002,415,18.2223873138428,18.78395652771,0.561569213867188
Pycnonotus sinensis,2002,1342,15.0544948577881,15.8277673721313,0.773272514343262
Pycnonotus xanthorrhous,2002,700,14.8906507492065,15.5133972167969,0.622746467590332
Pyrrhula erythaca,2002,897,8.99915409088135,9.58219432830811,0.583040237426758
Pyrrhula nipalensis,2002,747,14.819185256958,15.3379344940186,0.518749237060547
Rallina eurizonoides,2002,152,20.1719455718994,20.7225818634033,0.550636291503906
Rallus aquaticus,2002,1224,2.42764139175415,3.25045132637024,0.822809934616089
Recurvirostra avosetta,2002,698,1.33939504623413,2.50226211547852,1.16286706924438
Regulus regulus,2002,930,7.1307168006897,7.75433778762817,0.623620986938477
Remiz consobrinus,2002,558,3.35002541542053,4.33886337280273,0.988837957382202
Remiz coronatus,2002,191,2.46915340423584,3.76455283164978,1.29539942741394
Rhodospiza obsoleta,2002,720,5.24223470687866,6.25349044799805,1.01125574111938
Riparia riparia,2002,784,2.64866471290588,3.68202352523804,1.03335881233215
Rubigula flaviventris,2002,174,18.7557125091553,19.3020133972168,0.546300888061523
Sasia ochracea,2002,132,19.0419464111328,19.5192165374756,0.477270126342773
Saxicola ferreus,2002,1085,14.6986656188965,15.3285627365112,0.629897117614746
Sitta cinnamoventris,2002,123,17.082124710083,17.6369457244873,0.554821014404297
Sitta formosa,2002,141,15.951807975769,16.4751091003418,0.523301124572754
Sitta villosa,2002,798,6.09239196777344,7.01183700561523,0.919445037841797
Sittiparus varius,2002,82,5.76430416107178,6.60033178329468,0.8360276222229
Spilopelia chinensis,2002,1413,14.8436107635498,15.5662136077881,0.722602844238281
Spilopelia senegalensis,2002,168,3.82531929016113,5.09881258010864,1.27349328994751
Spilornis cheela,2002,652,17.436824798584,18.0123710632324,0.575546264648438
Spinus spinus,2002,295,-0.596706986427307,0.414306938648224,1.01101392507553
