cc,ef,hazard
-2,-2,0.0258014818355967
-2,-0.742138364779874,0.0747475212327209
-2,0.515723270440252,0.216444824242967
-2,1.77358490566038,0.625912176098564
-1.9685534591195,-2,0.0262904489002902
-1.9685534591195,-0.742138364779874,0.075765838967623
-1.9685534591195,0.515723270440252,0.218246144443124
-1.9685534591195,1.77358490566038,0.62782262587805
-1.93710691823899,-2,0.026788681198564
-1.93710691823899,-0.742138364779874,0.0767980243526423
-1.93710691823899,0.515723270440252,0.220062439245483
-1.93710691823899,1.77358490566038,0.629738888360487
-1.90566037735849,-2,0.027296354245987
-1.90566037735849,-0.742138364779874,0.0778442660938739
-1.90566037735849,0.515723270440252,0.221893832859199
-1.90566037735849,1.77358490566038,0.631660981118221
-1.87421383647799,-2,0.0278136468811585
-1.87421383647799,-0.742138364779874,0.0789047554611955
-1.87421383647799,0.515723270440252,0.223740450519094
-1.87421383647799,1.77358490566038,0.633588921775974
-1.84276729559748,-2,0.0283407413285808
-1.84276729559748,-0.742138364779874,0.0799796863230839
-1.84276729559748,0.515723270440252,0.225602418494009
-1.84276729559748,1.77358490566038,0.635522728011084
-1.81132075471698,-2,0.0288778232626963
-1.81132075471698,-0.742138364779874,0.0810692551817427
-1.81132075471698,0.515723270440252,0.227479864095292
-1.81132075471698,1.77358490566038,0.637462417553603
-1.77987421383648,-2,0.0294250818730912
-1.77987421383648,-0.742138364779874,0.082173661208762
-1.77987421383648,0.515723270440252,0.229372915685278
-1.77987421383648,1.77358490566038,0.639408008186471
-1.74842767295598,-2,0.0299827099310424
-1.74842767295598,-0.742138364779874,0.0832931062813125
-1.74842767295598,0.515723270440252,0.231281702685981
-1.74842767295598,1.77358490566038,0.641359517745677
-1.71698113207547,-2,0.0305509038571405
-1.71698113207547,-0.742138364779874,0.0844277950187267
-1.71698113207547,0.515723270440252,0.233206355587634
-1.71698113207547,1.77358490566038,0.643316964120377
-1.68553459119497,-2,0.0311298637903912
-1.68553459119497,-0.742138364779874,0.0855779348196473
-1.68553459119497,0.515723270440252,0.235147005957537
-1.68553459119497,1.77358490566038,0.64528036525312
-1.65408805031447,-2,0.0317197936584468
-1.65408805031447,-0.742138364779874,0.0867437358996415
-1.65408805031447,0.515723270440252,0.237103786448756
-1.65408805031447,1.77358490566038,0.647249739139899
-1.62264150943396,-2,0.032320901249272
-1.62264150943396,-0.742138364779874,0.087925411329326
-1.62264150943396,0.515723270440252,0.239076830809104
-1.62264150943396,1.77358490566038,0.649225103830409
-1.59119496855346,-2,0.0329333982841296
-1.59119496855346,-0.742138364779874,0.0891231770729917
-1.59119496855346,0.515723270440252,0.241066273889989
-1.59119496855346,1.77358490566038,0.651206477428135
-1.55974842767296,-2,0.0335575004918987
-1.55974842767296,-0.742138364779874,0.0903372520277945
-1.55974842767296,0.515723270440252,0.243072251655496
-1.55974842767296,1.77358490566038,0.65319387809053
-1.52830188679245,-2,0.034193427684881
-1.52830188679245,-0.742138364779874,0.0915678580634238
-1.52830188679245,0.515723270440252,0.245094901191456
-1.52830188679245,1.77358490566038,0.655187324029194
-1.49685534591195,-2,0.034841403835939
-1.49685534591195,-0.742138364779874,0.0928152200622923
-1.49685534591195,0.515723270440252,0.247134360714585
-1.49685534591195,1.77358490566038,0.657186833509971
-1.46540880503145,-2,0.0355016571571998
-1.46540880503145,-0.742138364779874,0.0940795659603588
-1.46540880503145,0.515723270440252,0.249190769581753
-1.46540880503145,1.77358490566038,0.659192424853161
-1.43396226415094,-2,0.036174420180124
-1.43396226415094,-0.742138364779874,0.0953611267883403
-1.43396226415094,0.515723270440252,0.251264268299278
-1.43396226415094,1.77358490566038,0.661204116433678
-1.40251572327044,-2,0.036859929837163
-1.40251572327044,-0.742138364779874,0.0966601367136777
-1.40251572327044,0.515723270440252,0.253354998532318
-1.40251572327044,1.77358490566038,0.663221926681168
-1.37106918238994,-2,0.0375584275449259
-1.37106918238994,-0.742138364779874,0.0979768330828579
-1.37106918238994,0.515723270440252,0.255463103114317
-1.37106918238994,1.77358490566038,0.6652458740802
-1.33962264150943,-2,0.0382701592889334
-1.33962264150943,-0.742138364779874,0.0993114564644904
-1.33962264150943,0.515723270440252,0.257588726056524
-1.33962264150943,1.77358490566038,0.66727597717039
-1.30817610062893,-2,0.0389953757099271
